species_nr,wetnaam,nednaam
1728,Coincya monensis,Muurbloemmosterd
1729,Rumex triangulivalvis,Wilgzuring
1733,Senecio inaequidens,Bezemkruiskruid
1739,Solanum physalifolium,Glansbesnachtschade
1751,Vicia lutea,Gele wikke
1755,Xanthium orientale,Oeverstekelnoot
1759,Ceratochloa carinata,Platte dravik
1760,Cotula coronopifolia,Goudknopje
1762,Eragrostis pilosa,Straatliefdegras
1764,Rapistrum rugosum,Bolletjesraket
1766,Centaurea jacea,Knoopkruid
1772,Mentha x rotundifolia,Wollige munt
1800,Avena sativa,Haver
1801,Beta vulgaris s. vulgaris,Biet s.s.
1802,Brassica napus,Koolzaad
1803,Brassica oleracea,Kool
1804,Brassica rapa,Raapzaad
1807,Fagopyrum esculentum,Boekweit
1809,Glycine max,Sojaboon
1810,Hordeum distichon,Chevaliergerst
1811,Hordeum vulgare,Gerst
1814,Linum usitatissimum,Vlas
1817,Mentha spicata,Aarmunt
1818,Ornithopus sativus,Serradelle
1819,Papaver somniferum,Slaapbol
1820,Phacelia tanacetifolia,Phacelia
1821,Phalaris canariensis,Kanariezaad
1822,Phaseolus vulgaris,Boon
1824,Pisum sativum,Erwt
1826,Prunus cerasus,Zure kers
1827,Raphanus sativus,Radijs
1828,Ricinus communis,Wonderboom
1829,Rubus laciniatus,Gewone braam (R. laciniatus)
1830,Secale cereale,Rogge
1831,Setaria italica,Trosgierst
1832,Sinapis alba,Witte mosterd
1833,Solanum lycopersicum,Tomaat
1839,Triticum aestivum,Tarwe
1840,Vicia faba,Tuinboon
1841,Prunus cerasifera,Kerspruim
1850,Acer platanoides,Noorse esdoorn
1851,Aesculus hippocastanum,Witte paardenkastanje
1852,Amelanchier lamarckii,Amerikaans krentenboompje
1858,Eranthis hyemalis,Winterakoniet
1859,Helianthus annuus,Zonnebloem
1860,Hesperis matronalis,Damastbloem
1861,Iberis umbellata,Schermscheefbloem
1862,Impatiens glandulifera,Reuzenbalsemien
1865,Lobularia maritima,Zilverschildzaad
1866,Lunaria annua,Tuinjudaspenning
1871,Pentaglottis sempervirens,Overblijvende ossentong
1873,Fallopia japonica,Japanse duizendknoop
1876,Quercus rubra,Amerikaanse eik
1877,Robinia pseudoacacia,Robinia
1879,Rosa majalis,Kaneelroos
1882,Salix daphnoides,Berijpte wilg
1885,Scilla bifolia,Vroege sterhyacint
1887,Scilla siberica,Oosterse sterhyacint
1890,Solidago canadensis,Canadese guldenroede
1891,Spiraea douglasii,Douglasspirea
1895,Ulmus glabra,Ruwe iep
1896,Veronica filiformis,Draadereprijs
1899,Lupinus polyphyllus,Vaste lupine
1904,Asparagus officinalis,Asperge
1914,Eleocharis palustris ag. (incl. E. uniglumis),Waterbies
1917,Erodium cicutarium,Gewone en Duinreigersbek
1921,Festuca rubra ag. (incl. F. arenaria),Rood zwenkgras s.l.
1923,Helianthemum nummularium,Geel zonneroosje
1929,Juncus alpinoarticulatus,Duinrus en Alpenrus
1933,Luzula multiflora,Veelbloemige veldbies s.l.
1934,Malus sylvestris,Appel
1936,Montia fontana,Bronkruid
1949,Schoenoplectus lacustris ag. (incl. S. tabernaemontani),Mattenbies s.l.
1953,Thalictrum minus,Kleine ruit
1954,Tragopogon pratensis,Oosterse en Gele morgenster
1960,Vicia sativa,Smalle en Voederwikke
1964,Zannichellia palustris,Zannichellia
1965,Aronia x prunifolia,Zwarte appelbes
2009,Rubus corylifolius,Hazelaarbraam
2016,Rubus nessensis,Gewone braam (R. nessensis)
2019,Rubus silvaticus,Gewone braam (R. silvaticus)
2020,Rubus sprengelii,Gewone braam (R. sprengelii)
2021,Rubus ulmifolius,Gewone braam (R. ulmifolius)
2022,Rubus vestitus,Gewone braam (R. vestitus)
2028,Taraxacum nordstedtii,Paardebloem (nordstedtii)
2101,Mahonia aquifolium,Mahonia
2102,Parthenocissus inserta,Valse wingerd
2105,Rhododendron ponticum,Pontische rododendron
2106,Ribes alpinum,Alpenbes
2107,Symphoricarpos albus,Sneeuwbes
2109,Viburnum lantana,Wollige sneeuwbal
2110,Chara baltica,Kust kransblad
2119,Nitella translucens,Doorschijnend glanswier
2131,Zygmales species,Draadwier
2132,Enteromorpha species,Darmwier
2134,Hydrodictyon reticulatum,Hydrodictyon reticulatum
2135,Vaucheria species,Vaucheria species
2140,Chara aculeolata,Fijnstekelig kransblad
2141,Chara aspera,Ruw kransblad
2142,Chara canescens,Brakwater kransblad
2143,Chara connivens,Gebogen kransblad
2144,Chara contraria,Brokkelig kransblad
2145,Chara globularis,Breekbaar kransblad
2146,Chara major,Stekelharig kransblad
2147,Chara vulgaris,Gewoon kransblad
2153,Chara species,Kranswier
2154,Nitella capillaris,Kleinhoofdig glanswier
2155,Nitella flexilis,Buigzaam glanswier
2156,Nitella mucronata,Puntdragend glanswier
2157,Nitella syncarpa,Vruchtrijk glanswier
2158,Nitella species,Glanswier
2160,Nitellopsis obtusa,Sterkranswier
2161,Tolypella prolifera,Groot boomglanswier
2163,Tolypella glomerata,Klein boomglanswier
2164,Characeae species,Kranswieren familie
2195,Nitella hyalina,Klein glanswier
2196,Nitella opaca,Donker glanswier
2201,Abies alba,Gewone zilverspar
2203,Abies grandis,Reuzenzilverspar
2213,Carex oederi,Geelgroene zegge en Dwergzegge
2214,Calendula officinalis,Tuingoudsbloem
2228,Laburnum anagyroides,Goudenregen
2229,Larix decidua,Europese lork
2230,Larix kaempferi,Goudlork
2238,Picea abies,Fijnspar
2242,Picea sitchensis,Sitkaspar
2244,Pinus mugo,Bergden
2245,Pinus nigra,Zwarte den
2248,Pinus pinaster,Zeeden
2249,Pinus strobus,Weymouthden
2250,Platanus hispanica,Plataan
2254,Populus x canadensis,Canadapopulier
2257,Prunus domestica,Pruim en Kroosjes
2259,Pseudotsuga menziesii,Douglasspar
2262,Rosa glauca,Bergroos
2265,Salix aurita + S. cinerea,"Rossige, Geoorde en Grauwe wilg"
2268,Solanum tuberosum,Aardappel
2275,Thuja plicata,Reuzenlevensboom
2277,Tilia x vulgaris,Hollandse linde
2280,Tsuga heterophylla,Westelijke hemlockspar
2285,Hieracium amplexicaule,Stengelomvattend havikskruid
2286,Ligustrum ovalifolium,Haagliguster
2290,Senecio jacobaea,Jakobskruiskruid s.l.
2293,Fragaria x ananassa,Tuinaardbei
2296,Anemone blanda,Oosterse anemoon
2301,Cerastium tomentosum,Viltige hoornbloem
2302,Populus gileadensis,Ontariopopulier
2303,Juglans regia,Okkernoot
2308,Anagallis arvensis,Guichelheil
2311,Cornus sericea,Canadese kornoelje
2313,Zea mays,Mais
2316,Euphrasia stricta,Stijve ogentroost
2319,Odontites vernus,"Rode, Vroege en Akkerogentroost"
2320,Plantago major,Grote en Getande weegbree
2323,Solanum nigrum,Zwarte en Beklierde nachtschade
2324,Sonchus arvensis,Akkermelkdistel s.l.
2333,Arabis hirsuta,Ruige en Pijlscheefkelk
2335,Beta vulgaris,Biet en Strandbiet
2337,Bromus hordeaceus,Zachte dravik s.l.
2343,Juncus bulbosus,Knolrus
2348,Narcissus pseudonarcissus,Wilde en Trompetnarcis
2356,Salsola kali,Loogkruid
2358,Sedum telephium,Hemelsleutel
2366,Graan cultuurgewas,Graan cultuurgewas
2369,Allium cepa,Ui
2373,Typha angustifolia x latifolia,Kleine x Grote lisdodde
2376,Galium palustre,Moeraswalstro
2383,Glyceria notata ag. (incl. G. declinata),Stomp en Getand vlotgras
2384,Lactuca virosa,Gifsla
2385,Phleum pratense,Timoteegras en Klein timoteegras
2387,Vicia villosa,Bonte wikke s.l.
2388,Euphorbia esula,Heksenmelk s.l.
2390,Syringa vulgaris,Gewone sering
2391,Arrhenatherum elatius s. elatius,Gewone glanshaver
2400,Puccinellia distans,Stomp en Bleek kweldergras
2402,Ranunculus ficaria,Speenkruid
2406,Scrophularia umbrosa,Gevleugeld helmkruid
2418,Tragopogon pratensis s. pratensis,Gele morgenster
2420,Equisetum hyemale,Schaafstro
2426,Lemna minuta,Dwergkroos
2427,Montia fontana s. fontana,Groot bronkruid
2428,Salicornia pusilla,Eenbloemige zeekraal
2429,Taraxacum sectie Hamata,Haakpaardebloemen
2430,Taraxacum sectie Ruderalia,Gewone paardebloemen
2432,Bromopsis ramosa,Ruwe en Bosdravik
2433,Cochlearia officinalis,Echt en Engels lepelblad
2481,Crataegus laevigata x monogyna,Tweestijlige x Eenstijlige meidoorn
2490,Hydrocotyle ranunculoides,Grote waternavel
2497,Myriophyllum aquaticum,Parelvederkruid
2507,Amblyodon species,Stomptandmos (G)
2509,Amblystegium species,Pluisdraadmos (G)
2512,Leptodictyum riparium,Beekmos
2515,Amblystegium serpens,Gewoon pluisdraadmos
2518,Amblystegium tenax,Waterpluisdraadmos
2519,Amblystegium varium,Oeverpluisdraadmos
2523,Dicranella (Anisothecium),Greppelmos (G)
2525,Dicranella schreberiana,Hakig greppelmos
2526,Dicranella staphylina,Knolletjesgreppelmos
2527,Dicranella crispa,Gekroesd greppelmos
2528,Dicranella varia,Kleigreppelmos
2536,Archidium alternifolium,Oermos
2537,Atrichum species,Rimpelmos (G)
2538,Atrichum tenellum,Klein rimpelmos
2539,Atrichum undulatum,Groot rimpelmos
2542,Aulacomnium species,Knopjesmos (G)
2543,Aulacomnium androgynum,Gewoon knopjesmos
2544,Aulacomnium palustre,Roodviltmos
2545,Barbula species,Smaragdsteeltje p.p. (G)
2546,Didymodon acutus,Spits dubbeltandmos
2547,Barbula convoluta,Gewoon smaragdsteeltje
2551,Didymodon fallax,Kleidubbeltandmos
2552,Pseudocrossidium hornschuchianum,Spits smaragdsteeltje
2554,Pseudocrossidium revolutum,Opgerold smaragdsteeltje
2555,Barbula unguiculata,Kleismaragdsteeltje
2556,Didymodon vinealis,Muurdubbeltandmos
2559,Bartramia pomiformis,Gewoon appelmos
2560,Brachythecium species,Dikkopmos (G)
2561,Brachythecium albicans,Bleek dikkopmos
2562,Brachythecium glareosum,Kalkdikkopmos
2564,Brachythecium populeum,Penseeldikkopmos
2566,Brachythecium rivulare,Beekdikkopmos
2567,Brachythecium rutabulum,Gewoon dikkopmos
2569,Brachythecium mildeanum,Moerasdikkopmos
2570,Brachythecium salebrosum,Glad dikkopmos
2571,Brachythecium velutinum,Fluweelmos
2572,Bryoerythrophyllum species,Roestvoetje (G)
2573,Bryoerythrophyllum recurvirostre,Oranjesteeltje
2574,Bryum species,Knikmos (G)
2576,Bryum algovicum,Netknikmos
2577,Bryum argenteum,Zilvermos
2578,Bryum barnesii,Geelkorrelknikmos
2580,Bryum bicolor,Grofkorrelknikmos
2582,Bryum caespiticium,Zodeknikmos
2586,Bryum capillare,Gedraaid knikmos
2591,Bryum gemmiferum,Fijnkorrelknikmos
2593,Bryum imbricatum,Ongewimperd knikmos
2594,Bryum intermedium,Middelst knikmos
2595,Bryum klinggraeffii,Scharlakenknolknikmos
2596,Bryum knowltonii,Roodmondknikmos
2598,Bryum marratii,Zilt knikmos
2600,Bryum neodamense,Zoddeknikmos
2601,Bryum pallens,Rood knikmos
2602,Bryum pallescens,Zwanenhalsknikmos
2603,Bryum pseudotriquetrum,Veenknikmos
2606,Bryum radiculosum,Muurknikmos
2607,Bryum rubens s.l. Mitt.,Roodknolknikmos
2608,Bryum ruderale,Purperknolknikmos
2609,Bryum tenuisetum,Oranjeknolknikmos
2610,Bryum turbinatum,Urnknikmos
2612,Bryum violaceum,Violetknolknikmos
2613,Bryum warneum,Kwelderknikmos
2618,Calliergon species,Nerfpuntmos (G)
2619,Calliergon cordifolium,Hartbladig puntmos
2620,Calliergonella cuspidata,Gewoon puntmos
2621,Calliergon giganteum,Reuzenpuntmos
2623,Calliergon stramineum,Sliertmos
2624,Campylium species,Goudmos p.p. (G)
2626,Campyliadelphus chrysophyllus,Kalkgoudmos
2627,Campyliadelphus elodes,Tenger goudmos
2628,Drepanocladus polygamus,Goudsikkelmos
2629,Campylium stellatum,Sterrengoudmos
2632,Campylopus species,Kronkelsteeltje (G)
2633,Campylopus brevipilus,Kortharig kronkelsteeltje
2634,Campylopus flexuosus,Boskronkelsteeltje
2635,Campylopus fragilis,Bossig kronkelsteeltje
2636,Campylopus introflexus,Grijs kronkelsteeltje
2637,Campylopus pyriformis,Breekblaadje
2641,Ceratodon species,Purpersteeltje (G)
2642,Ceratodon purpureus,Gewoon purpersteeltje
2649,Cirriphyllum species,Spitsmos (G)
2651,Cirriphyllum piliferum,Haarspitsmos
2652,Climacium species,Boompjesmos (G)
2653,Climacium dendroides,Boompjesmos
2655,Palustriella commutata,Geveerd diknerfmos
2656,Cratoneuron filicinum,Gewoon diknerfmos
2660,Ctenidium molluscum,Kammos
2665,Dicranella species,Pluisjesmos (G)
2666,Dicranella cerviculata,Kroppluisjesmos
2667,Dicranella heteromalla,Gewoon pluisjesmos
2668,Dicranoweisia species,Sikkelsterretje (G)
2669,Dicranoweisia cirrata,Gewoon sikkelsterretje
2671,Dicranum species,Gaffeltandmos (G)
2672,Dicranum bergeri,Veengaffeltandmos
2673,Dicranum bonjeanii,Moerasgaffeltandmos
2674,Dicranum flagellare,Stobbegaffeltandmos
2675,Dicranum fuscescens,Eikengaffeltandmos
2676,Dicranum majus,Groot gaffeltandmos
2677,Dicranum montanum,Bossig gaffeltandmos
2678,Dicranum polysetum,Gerimpeld gaffeltandmos
2679,Dicranum scoparium,Gewoon gaffeltandmos
2683,Dicranum spurium,Gekroesd gaffeltandmos
2684,Dicranum tauricum,Bros gaffeltandmos
2685,Didymodon species,Dubbeltandmos (G)
2687,Didymodon tophaceus,Stomp dubbeltandmos
2694,Ditrichum cylindricum,Hakig smaltandmos
2695,Ditrichum flexicaule,Kalksmaltandmos
2700,Drepanocladus species,Sikkelmos p.p. (G)
2701,Drepanocladus aduncus,Moerassikkelmos
2704,Warnstorfia exannulata,Geveerd sikkelmos
2705,Warnstorfia fluitans,Vensikkelmos
2706,Pseudocalliergon lycopodioides,Wolfsklauwmos
2707,Scorpidium revolvens ag. (incl. S. cossonii),Klein schorpioenmos
2709,Drepanocladus sendtneri,Gekruld sikkelmos
2710,Hamatocaulis vernicosus,Geel schorpioenmos
2711,Encalypta species,Klokhoedje (G)
2712,Encalypta streptocarpa,Groot klokhoedje
2713,Encalypta vulgaris,Klein klokhoedje
2715,Entodon concinnus,Cilindermos
2719,Ephemerum species,Eendagsmos (G)
2721,Ephemerum serratum v. minutissimum,Ephemerum serratum v. minutissimum
2726,Eurhynchium species,Snavelmos p.p. (G)
2728,Eurhynchium hians,Kleisnavelmos
2729,Eurhynchium praelongum,Fijn laddermos
2730,Eurhynchium pumilum,Klein snavelmos
2731,Eurhynchium schleicheri,Kalksnavelmos
2732,Eurhynchium speciosum,Moerassnavelmos
2733,Eurhynchium striatum,Geplooid snavelmos
2734,Fissidens species,Vedermos (G)
2735,Fissidens adianthoides,Groot vedermos
2737,Fissidens bryoides,Gezoomd vedermos
2742,Fissidens exilis,Dwergvedermos
2743,Fissidens incurvus,Gekromd vedermos
2746,Fissidens taxifolius,Kleivedermos
2747,Fissidens viridulus,Klein gezoomd vedermos
2748,Fissidens gracilifolius,Steenvedermos
2749,Fontinalis species,Bronmos (G)
2750,Fontinalis antipyretica,Gewoon bronmos
2752,Funaria species,Krulmos (G)
2753,Funaria hygrometrica,Gewoon krulmos
2754,Grimmia species,Muisjesmos (G)
2759,Grimmia pulvinata,Gewoon muisjesmos
2771,Herzogiella seligeri,Geklauwd pronkmos
2773,Homalia trichomanoides,Spatelmos
2774,Homalothecium species,Zijdemos (G)
2775,Homalothecium lutescens,Smaragdmos
2776,Homalothecium sericeum,Gewoon zijdemos
2780,Hygrohypnum luridum,Gewoon spatwatermos
2781,Hylocomium species,Etagemos (G)
2783,Hylocomium splendens,Glanzend etagemos
2785,Weissia brachycarpa,Gewoon vliesjesmos
2786,Hypnum species,Klauwtjesmos (G)
2788,Hypnum cupressiforme s.l. species,Gewoon klauwtjesmos (G)
2791,Hypnum imponens,Goudklauwtjesmos
2792,Hypnum jutlandicum,Heideklauwtjesmos
2797,Pseudotaxiphyllum elegans,Gewoon pronkmos
2799,Isothecium myosuroides,Knikkend palmpjesmos
2800,Isothecium alopecuroides,Recht palmpjesmos
2801,Leptobryum species,Slankmos (G)
2802,Leptobryum pyriforme,Slankmos
2808,Leskea polycarpa,Uiterwaardmos
2809,Leucobryum species,Kussentjesmos (G)
2810,Leucobryum glaucum,Kussentjesmos
2817,Pohlia melanodon,Kleipeermos
2818,Pohlia wahlenbergii,Bleek peermos
2819,Mnium species,Sterrenmos (G)
2820,Mnium hornum,Gewoon sterrenmos
2821,Mnium marginatum,Rood sterrenmos
2827,Neckera species,Kringmos (G)
2834,Oligotrichum hercynicum,Noors mos
2836,Orthodontium lineare,Geelsteeltje
2838,Orthotrichum affine,Gewone haarmuts
2843,Orthotrichum diaphanum,Grijze haarmuts
2859,Phascum species,Knopmos (G)
2861,Tortula acaulon,Gewoon knopmos
2863,Philonotis species,Staartjesmos (G)
2866,Philonotis fontana,Beekstaartjesmos
2869,Physcomitrella patens,Slibmos
2872,Physcomitrium pyriforme,Gewoon knikkertjesmos
2874,Plagiomnium species,Boogsterrenmos (G)
2876,Plagiomnium cuspidatum,Spits boogsterrenmos
2877,Plagiomnium elatum,Geel boogsterrenmos
2878,Plagiomnium rostratum,Gesnaveld boogsterrenmos
2879,Plagiomnium undulatum,Gerimpeld boogsterrenmos
2880,Plagiothecium species,Platmos (G)
2881,Plagiothecium cavifolium,Loessplatmos
2883,Plagiothecium denticulatum,Glanzend platmos
2887,Plagiothecium latebricola,Dwergplatmos
2888,Plagiothecium nemorale,Groot platmos
2892,Plagiothecium undulatum,Gerimpeld platmos
2900,Rhynchostegium riparioides,Watervalmos
2901,Pleuridium species,Kortsteeltje p.p. (G)
2903,Pleuridium subulatum,Groot kortsteeltje
2905,Pleurochaete squarrosa,Hakig kronkelbladmos
2906,Pleurozium species,Bronsmos (G)
2907,Pleurozium schreberi,Bronsmos
2912,Pohlia species,Peermos (G)
2913,Pohlia bulbifera,Bolletjespeermos
2917,Pohlia lescuriana,Roodknolpeermos
2918,Pohlia lutescens,Geelknolpeermos
2920,Pohlia nutans,Gewoon peermos
2921,Polytrichum species,Haarmos (G)
2923,Polytrichum commune,Gewoon haarmos
2924,Polytrichum formosum,Fraai haarmos
2926,Polytrichum longisetum,Gerand haarmos
2927,Polytrichum piliferum,Ruig haarmos
2928,Pottia species,Kleimos (G)
2929,Tortula protobryoides,Gesloten kleimos
2932,Hennediella heimii,Ziltmos
2937,Pseudephemerum species,Kortsteeltje p.p. (G)
2938,Pseudephemerum nitidum,Vals kortsteeltje
2940,Pseudobryum cinclidioides,Zwartsteelsterrenmos
2941,Pseudoscleropodium species,Laddermos p.p. (G)
2942,Pseudoscleropodium purum,Groot laddermos
2947,Ptilium crista-castrensis,Struisveermos
2952,Racomitrium species,Bisschopsmuts (G)
2954,Racomitrium canescens,Grijze bisschopsmuts
2959,Racomitrium lanuginosum,Wollige bisschopsmuts
2960,Rhizomnium species,Viltsterrenmos (G)
2961,Rhizomnium pseudopunctatum,Kwelviltsterrenmos
2962,Rhizomnium punctatum,Gewoon viltsterrenmos
2964,Rhodobryum roseum,Rozetmos
2965,Rhynchostegiella species,Snavelmos p.p. (G)
2966,Conardia compacta,Vlechtmos
2967,Rhynchostegiella curviseta,Dwergsnavelmos
2968,Rhynchostegiella tenella,Slank snavelmos
2970,Rhynchostegium confertum,Boomsnavelmos
2971,Rhynchostegium megapolitanum,Duinsnavelmos
2972,Rhynchostegium murale,Muursnavelmos
2973,Rhynchostegium rotundifolium,Rondbladig snavelmos
2974,Rhytidiadelphus species,Haakmos (G)
2975,Rhytidiadelphus loreus,Riempjesmos
2976,Rhytidiadelphus squarrosus,Gewoon haakmos
2977,Rhytidiadelphus triquetrus,Pluimstaartmos
2979,Rhytidium rugosum,Buizerdmos
2983,Schistidium apocarpum,Gewoon achterlichtmos
2990,Scorpidium species,Schorpioenmos p.p. (G)
2991,Scorpidium scorpioides,Rood schorpioenmos
2995,Sphagnum species,Veenmos (G)
2996,Sphagnum denticulatum,Geoord veenmos
2999,Sphagnum balticum,Baltisch veenmos
3001,Sphagnum compactum,Kussentjesveenmos
3002,Sphagnum contortum,Trilveenveenmos
3004,Sphagnum cuspidatum,Waterveenmos
3006,Sphagnum fimbriatum,Gewimperd veenmos
3008,Sphagnum fuscum,Bruin veenmos
3009,Sphagnum girgensohnii,Gerafeld veenmos
3010,Sphagnum affine,Kamveenmos
3011,Sphagnum magellanicum,Hoogveenveenmos
3012,Sphagnum majus,Dof veenmos
3013,Sphagnum molle,Week veenmos
3015,Sphagnum palustre,Gewoon veenmos
3016,Sphagnum papillosum,Wrattig veenmos
3017,Sphagnum platyphyllum,Lepelbladveenmos
3018,Sphagnum pulchrum,Vijfrijig veenmos
3021,Sphagnum riparium,Uitgebeten veenmos
3023,Sphagnum squarrosum,Haakveenmos
3024,Sphagnum subnitens,Glanzend veenmos
3026,Sphagnum subsecundum,Moerasveenmos
3027,Sphagnum tenellum,Zacht veenmos
3028,Sphagnum teres,Sparrig veenmos
3033,Taxiphyllum wissgrillii,Komkommermos
3035,Tetraphis pellucida,Viertandmos
3039,Thamnobryum alopecurum,Struikmos
3040,Thuidium species,Thujamos (G)
3041,Thuidium abietinum,Sparrenmos
3044,Thuidium philibertii,Zweepthujamos
3046,Thuidium tamariscinum,Gewoon thujamos
3049,Tortella species,Kronkelbladmos p.p. (G)
3050,Tortella flavovirens,Duinkronkelbladmos
3054,Tortella inclinata,Viltig kronkelbladmos
3056,Tortula species,Sterretje p.p.  (G)
3059,Syntrichia laevipila,Boomsterretje
3062,Syntrichia latifolia,Riviersterretje
3064,Tortula muralis,Gewoon muursterretje
3066,Syntrichia ruralis v. arenicola,Groot duinsterretje
3068,Tortula subulata,Langkapselsterretje
3071,Trematodon ambiguus,Langhalsmos
3073,Trichostomum crispulum,Gekapt haartandmos
3075,Ulota bruchii,Knotskroesmos
3079,Weissia species,Parelmos  (G)
3080,Weissia controversa,Gewoon parelmos
3082,Weissia longifolia,Kogeltjesmos
3088,Zygodon viridissimus v. rupestris,Parkiepenmos
3103,Calliergonella species,Puntmos (G)
3112,Sanionia uncinata,Geplooid sikkelmos
3142,Plagiomnium affine,Rond boogsterrenmos
3143,Plagiomnium ellipticum,Stomp boogsterrenmos
3144,Plagiopus species,Driekantmos (G)
3151,Polytrichum juniperinum,Zandhaarmos
3152,Microbryum davallianum,Gewoon wintermos
3153,Tortula truncata (incl. T. modica),Gewoon kleimos
3169,Sphagnum flexuosum,Slank veenmos
3172,Sphagnum capillifolium,Stijf veenmos
3174,Sphagnum rubellum,Rood veenmos
3180,Syntrichia ruralis v. ruralis,Daksterretje
3184,Fissidens dubius,Kalkvedermos
3186,Thuidium delicatulum,Fraai thujamos
3191,Syntrichia calcicola,Klein duinsterretje
3214,Brachythecium oedipodium,IJl dikkopmos
3217,Dicranodontium species,Priembladmos (G)
3221,Herzogiella striatella,Klein pronkmos
3226,Philonotis seriata,Kantig staartjesmos
3227,Plagiomnium medium,Bergboogsterrenmos
3228,Pohlia andalusica,Glanzend broedpeermos
3229,Pohlia annotina,Gewoon broedpeermos
3239,Sphagnum fallax + S. flexuosum,Slank veenmos
3249,Bryum provinciale,Getand knikmos
3257,Plagiothecium laetum s.l. Schimp. (incl. P. curvifolium,Krom platmos
3300,Aneura species,Vetmos (G)
3301,Aneura pinguis,Echt vetmos
3302,Anthoceros species,Hauwmos p.p. (G)
3303,Anthoceros agrestis,Gewoon hauwmos
3306,Barbilophozia species,Tandmos (G)
3307,Barbilophozia attenuata,Steil tandmos
3308,Barbilophozia barbata,Glanzend tandmos
3310,Barbilophozia hatcheri,Gestekeld tandmos
3311,Barbilophozia kunzeana,Kaal tandmos
3314,Bazzania trilobata,Groot zweepmos
3316,Blasia pusilla,Flesjesmos
3319,Calypogeia species,Buidelmos (G)
3320,Calypogeia arguta,Scheef buidelmos
3321,Calypogeia fissa,Moerasbuidelmos
3322,Calypogeia muelleriana,Gaaf buidelmos
3323,Calypogeia integristipula,Langbladig buidelmos
3324,Calypogeia sphagnicola,Veenbuidelmos
3325,Calypogeia azurea,Blauw buidelmos
3326,Cephalozia species,Maanmos (G)
3327,Cephalozia bicuspidata,Gewoon maanmos
3330,Cephalozia connivens,Glanzend maanmos
3331,Cephalozia lunulifolia,Echt maanmos
3332,Cephalozia macrostachya,Aarmaanmos
3334,Cephaloziella species,Draadmos (G)
3335,Cephaloziella divaricata,Gewoon draadmos
3336,Cephaloziella elachista,Fijn draadmos
3337,Cephaloziella hampeana,Grof draadmos
3338,Cephaloziella rubella,Rood draadmos
3339,Chiloscyphus species,Lippenmos (G)
3343,Cladopodiella species,Stompmos (G)
3344,Cladopodiella fluitans,IJl stompmos
3347,Conocephalum conicum,Kegelmos
3349,Diplophyllum albicans,Nerflevermos
3352,Fossombronia species,Goudkorrelmos (G)
3354,Fossombronia foveolata,Grof goudkorrelmos
3355,Fossombronia incurva,Kropgoudkorrelmos
3356,Fossombronia pusilla,Klein goudkorrelmos
3357,Fossombronia wondraczekii,Gestekeld goudkorrelmos
3359,Frullania dilatata,Helmroestmos
3360,Frullania tamarisci,Flesjesroestmos
3364,Gymnocolea inflata,Broedkelkje
3366,Haplomitrium hookeri,Mijtermos
3368,Lophozia bicrenata,Cederhoutmos
3369,Jungermannia species,Oortjesmos (G)
3371,Jungermannia gracillima,Lichtrandmos
3374,Kurzia pauciflora,Gewoon spinragmos
3378,Leiocolea bantriensis,Klein gladkelkje
3382,Lepidozia reptans,Neptunusmos
3383,Lophocolea species,Kantmos (G)
3384,Lophocolea bidentata,Gewoon kantmos
3387,Lophocolea heterophylla,Gedrongen kantmos
3388,Lophocolea minor,Klein kantmos
3389,Lophozia species,Trapmos (G)
3391,Lophozia excisa,Duintrapmos
3396,Lophozia ventricosa,Gewoon trapmos
3401,Lunularia cruciata,Halvemaantjesmos
3402,Marchantia species,Parapluutjesmos (G)
3403,Marchantia polymorpha,Parapluutjesmos
3406,Marsupella funckii,Tenger vetkelkje
3415,Moerckia hibernica,Kraalmos
3417,Mylia anomala,Hoogveenlevermos
3418,Nardia species,Vleugelmos (G)
3419,Nardia geoscyphus,Klein vleugelmos
3420,Nardia scalaris,Echt vleugelmos
3424,Odontoschisma denudatum,Zanddubbeltjesmos
3425,Odontoschisma sphagni,Veendubbeltjesmos
3428,Pallavicinia lyellii,Elzenmos
3429,Pellia species,Plakkaatmos (G)
3430,Pellia endiviifolia,Gekroesd plakkaatmos
3431,Pellia epiphylla,Gewoon plakkaatmos
3432,Pellia neesiana,Moerasplakkaatmos
3436,Phaeoceros carolinianus,Geel hauwmos
3438,Plagiochila asplenioides,Groot varentjesmos
3446,Preissia quadrata,Vierkantsmos
3448,Ptilidium ciliare,Heidefranjemos
3449,Ptilidium pulcherrimum,Boomfranjemos
3454,Riccardia species,Moerasvorkje (G)
3455,Riccardia chamedryfolia,Gewoon moerasvorkje
3456,Riccardia incurvata,Hol moerasvorkje
3457,Riccardia latifrons,Breed moerasvorkje
3458,Riccardia multifida,Gevind moerasvorkje
3460,Riccia species,Landvorkje (G)
3462,Riccia bifurca,Gevoord landvorkje
3463,Riccia canaliculata,Smal watervorkje
3464,Riccia cavernosa,Sponswatervorkje
3468,Riccia fluitans,Gewoon watervorkje
3471,Riccia glauca,Gewoon landvorkje
3474,Riccia sorocarpa,Klein landvorkje
3478,Ricciocarpos natans,Kroosmos
3479,Scapania species,Schoffelmos (G)
3480,Scapania compacta,Gedrongen schoffelmos
3482,Scapania irrigua,Zandschoffelmos
3483,Scapania nemorea,Bosschoffelmos
3496,Trichocolea tomentella,Wolmos
3510,Riccia crozalsii,Blauw landvorkje
3525,Chiloscyphus polyanthos,Lippenmos
4000,Acarospora species,Steenschubje (G)
