TaxonCode;SynonymName;SynonymIsScientificName;SynonymIsPreferredCommonName;SynonymTaxonGroupCode;SynonymTaxonGroupName;PreferredTaxonCode;PreferredTaxonName;PreferredIsScientificName;PreferredIsPreferredCommonName;PreferredTaxonGroupCode;PreferredTaxonGroupName
16084;Gelobde zandkorst;0;1;04;Korstmossen;8218;Pyrenocollema tichothecioides;1;0;04;Korstmossen
16085;Valse dropkorst;0;1;04;Korstmossen;8219;Pyrenopsis conferta;1;0;04;Korstmossen
16086;Duinknikker;0;1;04;Korstmossen;8220;Pyrenula chlorospila;1;0;04;Korstmossen
16087;Beukenknikker;0;1;04;Korstmossen;8221;Pyrenula nitida;1;0;04;Korstmossen
16088;Klein wintergroen;0;1;01;Vaatplanten;8222;Pyrola minor;1;0;01;Vaatplanten
16089;Rond wintergroen;0;1;01;Vaatplanten;8223;Pyrola rotundifolia;1;0;01;Vaatplanten
16090;Grove mosterdkorst;0;1;04;Korstmossen;8224;Pyrrhospora quernea;1;0;04;Korstmossen
16091;Peer;0;1;01;Vaatplanten;8225;Pyrus communis;1;0;01;Vaatplanten
16092;Moseik;0;1;01;Vaatplanten;8226;Quercus cerris;1;0;01;Vaatplanten
16093;Moeraseik;0;1;01;Vaatplanten;8227;Quercus palustris;1;0;01;Vaatplanten
16094;Wintereik;0;1;01;Vaatplanten;8228;Quercus petraea;1;0;01;Vaatplanten
16095;Donzige eik;0;1;01;Vaatplanten;8229;Quercus pubescens;1;0;01;Vaatplanten
16096;Zomereik;0;1;01;Vaatplanten;8230;Quercus robur;1;0;01;Vaatplanten
16097;Amerikaanse eik;0;1;01;Vaatplanten;8231;Quercus rubra;1;0;01;Vaatplanten
16098;Wintereik x Zomereik;0;1;01;Vaatplanten;8232;Quercus x rosacea;1;0;01;Vaatplanten
16099;Oeverbisschopsmuts;0;1;03;Mossen;8233;Racomitrium aciculare;1;0;03;Mossen
16100;Grijze bisschopsmuts;0;1;03;Mossen;8234;Racomitrium canescens;1;0;03;Mossen
16101;Zandbisschopsmuts;0;1;03;Mossen;8235;Racomitrium canescens var. canescens;1;0;03;Mossen
16102;Geveerde bisschopsmuts;0;1;03;Mossen;8236;Racomitrium canescens var. ericoides;1;0;03;Mossen
16103;Hakige bisschopsmuts;0;1;03;Mossen;8237;Racomitrium canescens var. intermedium;1;0;03;Mossen
16104;Kale bisschopsmuts;0;1;03;Mossen;8238;Racomitrium fasciculare;1;0;03;Mossen
16105;Hunebedbisschopsmuts;0;1;03;Mossen;8239;Racomitrium heterostichum;1;0;03;Mossen
16106;Stompe bisschopsmuts;0;1;03;Mossen;8242;Racomitrium heterostichum var. obtusum;1;0;03;Mossen
16107;Wollige bisschopsmuts;0;1;03;Mossen;8243;Racomitrium lanuginosum;1;0;03;Mossen
16108;Dwergvlas;0;1;01;Vaatplanten;8244;Radiola linoides;1;0;01;Vaatplanten
16109;Gewoon schijfjesmos;0;1;03;Mossen;8245;Radula complanata;1;0;03;Mossen
16110;Hol takmos;0;1;04;Korstmossen;8246;Ramalina baltica;1;0;04;Korstmossen
16111;Gleuftakmos;0;1;04;Korstmossen;8247;Ramalina calicaris;1;0;04;Korstmossen
16112;Breed takmos;0;1;04;Korstmossen;8248;Ramalina canariensis;1;0;04;Korstmossen
16113;Melig takmos;0;1;04;Korstmossen;8249;Ramalina farinacea;1;0;04;Korstmossen
16114;Trompettakmos;0;1;04;Korstmossen;8250;Ramalina fastigiata;1;0;04;Korstmossen
16115;Groot takmos;0;1;04;Korstmossen;8251;Ramalina fraxinea;1;0;04;Korstmossen
16116;Waaiertakmos;0;1;04;Korstmossen;8252;Ramalina lacera;1;0;04;Korstmossen
16117;Sierlijk takmos;0;1;04;Korstmossen;8253;Ramalina pollinaria;1;0;04;Korstmossen
16118;Gewoon kusttakmos;0;1;04;Korstmossen;8254;Ramalina siliquosa;1;0;04;Korstmossen
16119;Melig kusttakmos;0;1;04;Korstmossen;8255;Ramalina subfarinacea;1;0;04;Korstmossen
16120;Scherpe boterbloem;0;1;01;Vaatplanten;8257;Ranunculus acris;1;0;01;Vaatplanten
16121;Fijne waterranonkel;0;1;01;Vaatplanten;8258;Ranunculus aquatilis;1;0;01;Vaatplanten
16122;Fijne + Zilte waterranonkel;0;1;01;Vaatplanten;8259;Ranunculus aquatilis + R. baudotii;1;0;01;Vaatplanten
16123;Fijne + Grote waterranonkel;0;1;01;Vaatplanten;8260;Ranunculus aquatilis + R. peltatus;1;0;01;Vaatplanten
16124;Middelste waterranonkel;0;1;01;Vaatplanten;8261;Ranunculus aquatilis var. aquatilis;1;0;01;Vaatplanten
16125;Kleine waterranonkel;0;1;01;Vaatplanten;8262;Ranunculus aquatilis var. diffusus;1;0;01;Vaatplanten
16126;Akkerboterbloem;0;1;01;Vaatplanten;8263;Ranunculus arvensis;1;0;01;Vaatplanten
16127;Gulden boterbloem;0;1;01;Vaatplanten;8264;Ranunculus auricomus;1;0;01;Vaatplanten
16128;Zilte waterranonkel;0;1;01;Vaatplanten;8265;Ranunculus baudotii;1;0;01;Vaatplanten
16129;Knolboterbloem;0;1;01;Vaatplanten;8266;Ranunculus bulbosus;1;0;01;Vaatplanten
16130;Stijve waterranonkel;0;1;01;Vaatplanten;8267;Ranunculus circinatus;1;0;01;Vaatplanten
16131;Egelboterbloem;0;1;01;Vaatplanten;8268;Ranunculus flammula;1;0;01;Vaatplanten
16132;Vlottende waterranonkel;0;1;01;Vaatplanten;8269;Ranunculus fluitans;1;0;01;Vaatplanten
16133;Klimopwaterranonkel;0;1;01;Vaatplanten;8270;Ranunculus hederaceus;1;0;01;Vaatplanten
16134;Grote boterbloem;0;1;01;Vaatplanten;8271;Ranunculus lingua;1;0;01;Vaatplanten
16135;Witte waterranonkel;0;1;01;Vaatplanten;8272;Ranunculus ololeucos;1;0;01;Vaatplanten
16136;Drijvende waterranonkel;0;1;01;Vaatplanten;8273;Ranunculus omiophyllus;1;0;01;Vaatplanten
16137;Grote waterranonkel;0;1;01;Vaatplanten;8274;Ranunculus peltatus;1;0;01;Vaatplanten
16138;Waterranonkel var. heterophyllus;0;1;01;Vaatplanten;8275;Ranunculus peltatus var. heterophyllus;1;0;01;Vaatplanten
16139;Grote waterranonkel var. peltatus;0;1;01;Vaatplanten;8276;Ranunculus peltatus var. peltatus;1;0;01;Vaatplanten
16140;Bosboterbloem + Kalkboterbloem;0;1;01;Vaatplanten;8277;Ranunculus polyanthemos;1;0;01;Vaatplanten
16141;Bosboterbloem;0;1;01;Vaatplanten;8278;Ranunculus polyanthemos subsp. nemorosus;1;0;01;Vaatplanten
16142;Kalkboterbloem;0;1;01;Vaatplanten;8279;Ranunculus polyanthemos subsp. polyanthemoides;1;0;01;Vaatplanten
16143;Kruipende boterbloem;0;1;01;Vaatplanten;8280;Ranunculus repens;1;0;01;Vaatplanten
16144;Behaarde boterbloem;0;1;01;Vaatplanten;8281;Ranunculus sardous;1;0;01;Vaatplanten
16145;Blaartrekkende boterbloem;0;1;01;Vaatplanten;8282;Ranunculus sceleratus;1;0;01;Vaatplanten
16146;Driedelige waterranonkel;0;1;01;Vaatplanten;8283;Ranunculus tripartitus;1;0;01;Vaatplanten
16147;Knopherik;0;1;01;Vaatplanten;8284;Raphanus raphanistrum;1;0;01;Vaatplanten
16148;Radijs;0;1;01;Vaatplanten;8285;Raphanus sativus;1;0;01;Vaatplanten
16149;Bolletjesraket;0;1;01;Vaatplanten;8286;Rapistrum rugosum;1;0;01;Vaatplanten
16150;Schermlevermos;0;1;03;Mossen;8287;Reboulia hemisphaerica;1;0;03;Mossen
16151;Roetkorst;0;1;04;Korstmossen;8289;Reichlingia leopoldii;1;0;04;Korstmossen
16152;Witte reseda;0;1;01;Vaatplanten;8290;Reseda alba;1;0;01;Vaatplanten
16153;Wilde reseda;0;1;01;Vaatplanten;8291;Reseda lutea;1;0;01;Vaatplanten
16154;Wouw;0;1;01;Vaatplanten;8292;Reseda luteola;1;0;01;Vaatplanten
16155;Wegedoorn;0;1;01;Vaatplanten;8293;Rhamnus cathartica;1;0;01;Vaatplanten
16156;Sporkehout;0;1;01;Vaatplanten;8294;Rhamnus frangula;1;0;01;Vaatplanten
16157;Tuinrabarber;0;1;01;Vaatplanten;8295;Rheum x rhabarbarum;1;0;01;Vaatplanten
16158;Harige ratelaar;0;1;01;Vaatplanten;8296;Rhinanthus alectorolophus;1;0;01;Vaatplanten
16159;Grote ratelaar;0;1;01;Vaatplanten;8297;Rhinanthus angustifolius;1;0;01;Vaatplanten
16160;Kleine ratelaar;0;1;01;Vaatplanten;8298;Rhinanthus minor;1;0;01;Vaatplanten
16161;Grote x Kleine ratelaar;0;1;01;Vaatplanten;8299;Rhinanthus x fallax;1;0;01;Vaatplanten
16162;Bruin landkaartmos;0;1;04;Korstmossen;8300;Rhizocarpon distinctum;1;0;04;Korstmossen
16163;Gewoon landkaartmos;0;1;04;Korstmossen;8301;Rhizocarpon geographicum;1;0;04;Korstmossen
16164;Oever-landkaartmos;0;1;04;Korstmossen;8302;Rhizocarpon lavatum;1;0;04;Korstmossen
16165;Klein landkaartmos;0;1;04;Korstmossen;8303;Rhizocarpon lecanorinum;1;0;04;Korstmossen
16166;Bleek landkaartmos;0;1;04;Korstmossen;8304;Rhizocarpon petraeum;1;0;04;Korstmossen
16167;Donker landkaartmos;0;1;04;Korstmossen;8305;Rhizocarpon reductum;1;0;04;Korstmossen
16168;Kust-landkaartmos;0;1;04;Korstmossen;8306;Rhizocarpon richardii;1;0;04;Korstmossen
16169;Geel landkaartmos;0;1;04;Korstmossen;8307;Rhizocarpon riparium;1;0;04;Korstmossen
16170;Kwelviltsterrenmos;0;1;03;Mossen;8308;Rhizomnium pseudopunctatum;1;0;03;Mossen
16171;Gewoon viltsterrenmos;0;1;03;Mossen;8309;Rhizomnium punctatum;1;0;03;Mossen
16172;Kalkrozetmos;0;1;03;Mossen;8310;Rhodobryum ontariense;1;0;03;Mossen
16173;Rozetmos;0;1;03;Mossen;8311;Rhodobryum roseum;1;0;03;Mossen
16174;Pontische azalea;0;1;01;Vaatplanten;8312;Rhododendron luteum;1;0;01;Vaatplanten
16175;Pontische rododendron;0;1;01;Vaatplanten;8313;Rhododendron ponticum;1;0;01;Vaatplanten
16176;Voorjaarsazalea;0;1;01;Vaatplanten;8314;Rhododendron x praecox;1;0;01;Vaatplanten
16177;Gifsumak;0;1;01;Vaatplanten;8315;Rhus radicans;1;0;01;Vaatplanten
16178;Azijnboom;0;1;01;Vaatplanten;8316;Rhus typhina;1;0;01;Vaatplanten
16179;Witte snavelbies;0;1;01;Vaatplanten;8317;Rhynchospora alba;1;0;01;Vaatplanten
16180;Bruine snavelbies;0;1;01;Vaatplanten;8318;Rhynchospora fusca;1;0;01;Vaatplanten
16181;Dwergsnavelmos;0;1;03;Mossen;8319;Rhynchostegiella curviseta;1;0;03;Mossen
16182;Slank snavelmos;0;1;03;Mossen;8320;Rhynchostegiella tenella;1;0;03;Mossen
16183;Spatsnavelmos;0;1;03;Mossen;8321;Rhynchostegiella teneriffae;1;0;03;Mossen
16184;Boomsnavelmos;0;1;03;Mossen;8322;Rhynchostegium confertum;1;0;03;Mossen
16185;Duinsnavelmos;0;1;03;Mossen;8323;Rhynchostegium megapolitanum;1;0;03;Mossen
16186;Muursnavelmos;0;1;03;Mossen;8324;Rhynchostegium murale;1;0;03;Mossen
16187;Watervalmos;0;1;03;Mossen;8325;Rhynchostegium riparioides;1;0;03;Mossen
16188;Rondbladig snavelmos;0;1;03;Mossen;8326;Rhynchostegium rotundifolium;1;0;03;Mossen
16189;Riempjesmos;0;1;03;Mossen;8327;Rhytidiadelphus loreus;1;0;03;Mossen
16190;Gewoon haakmos;0;1;03;Mossen;8328;Rhytidiadelphus squarrosus;1;0;03;Mossen
16191;Geveerd haakmos;0;1;03;Mossen;8329;Rhytidiadelphus subpinnatus;1;0;03;Mossen
16192;Pluimstaartmos;0;1;03;Mossen;8330;Rhytidiadelphus triquetrus;1;0;03;Mossen
16193;Buizerdmos;0;1;03;Mossen;8331;Rhytidium rugosum;1;0;03;Mossen
16194;Alpenbes;0;1;01;Vaatplanten;8332;Ribes alpinum;1;0;01;Vaatplanten
16195;Zwarte bes;0;1;01;Vaatplanten;8333;Ribes nigrum;1;0;01;Vaatplanten
16196;Gele ribes;0;1;01;Vaatplanten;8334;Ribes odoratum;1;0;01;Vaatplanten
16197;Aalbes;0;1;01;Vaatplanten;8335;Ribes rubrum;1;0;01;Vaatplanten
16198;Rode ribes;0;1;01;Vaatplanten;8336;Ribes sanguineum;1;0;01;Vaatplanten
16199;Noordse aalbes;0;1;01;Vaatplanten;8337;Ribes spicatum;1;0;01;Vaatplanten
16200;Kruisbes;0;1;01;Vaatplanten;8338;Ribes uva-crispa;1;0;01;Vaatplanten
16201;Gewoon moerasvorkje;0;1;03;Mossen;8339;Riccardia chamedryfolia;1;0;03;Mossen
16202;Hol moerasvorkje;0;1;03;Mossen;8340;Riccardia incurvata;1;0;03;Mossen
16203;Breed moerasvorkje;0;1;03;Mossen;8341;Riccardia latifrons;1;0;03;Mossen
16204;Gevind moerasvorkje;0;1;03;Mossen;8342;Riccardia multifida;1;0;03;Mossen
16205;Dik landvorkje;0;1;03;Mossen;8343;Riccia beyrichiana;1;0;03;Mossen
16206;Gevoord landvorkje;0;1;03;Mossen;8344;Riccia bifurca;1;0;03;Mossen
16207;Smal watervorkje;0;1;03;Mossen;8345;Riccia canaliculata;1;0;03;Mossen
16208;Sponswatervorkje;0;1;03;Mossen;8346;Riccia cavernosa;1;0;03;Mossen
16209;Blauw landvorkje;0;1;03;Mossen;8347;Riccia crozalsii;1;0;03;Mossen
16210;Gewoon watervorkje;0;1;03;Mossen;8348;Riccia fluitans;1;0;03;Mossen
16211;Gewoon landvorkje;0;1;03;Mossen;8349;Riccia glauca;1;0;03;Mossen
16212;Gedeeld watervorkje;0;1;03;Mossen;8350;Riccia huebeneriana;1;0;03;Mossen
16213;Klein landvorkje;0;1;03;Mossen;8351;Riccia sorocarpa;1;0;03;Mossen
16214;Violet landvorkje;0;1;03;Mossen;8352;Riccia subbifurca;1;0;03;Mossen
16215;Smal landvorkje;0;1;03;Mossen;8353;Riccia warnstorfii;1;0;03;Mossen
16216;Kroosmos;0;1;03;Mossen;8354;Ricciocarpos natans;1;0;03;Mossen
16217;Wonderboom;0;1;01;Vaatplanten;8355;Ricinus communis;1;0;01;Vaatplanten
16218;Steenpeperkorst;0;1;04;Korstmossen;8357;Rinodina aspersa;1;0;04;Korstmossen
16219;Donkergrijze schotelkorst;0;1;04;Korstmossen;8358;Rinodina atrocinerea;1;0;04;Korstmossen
16220;Tufschotelkorst;0;1;04;Korstmossen;8359;Rinodina bischoffii;1;0;04;Korstmossen
16221;Donkere kalkschotelkorst;0;1;04;Korstmossen;8360;Rinodina calcarea;1;0;04;Korstmossen
16222;Hunebedschotelkorst;0;1;04;Korstmossen;8361;Rinodina confragosa;1;0;04;Korstmossen
16223;Konijnenschotelkorst;0;1;04;Korstmossen;8362;Rinodina conradii;1;0;04;Korstmossen
16224;Bleke peperkorst;0;1;04;Korstmossen;8363;Rinodina efflorescens;1;0;04;Korstmossen
16225;Blauwe peperkorst;0;1;04;Korstmossen;8364;Rinodina griseosoralifera;1;0;04;Korstmossen
16226;Donkerbruine schotelkorst;0;1;04;Korstmossen;8365;Rinodina oleae;1;0;04;Korstmossen
16227;Rivierschotelkorst;0;1;04;Korstmossen;8366;Rinodina oxydata;1;0;04;Korstmossen
16228;Blauwe mosterdkorst;0;1;04;Korstmossen;8367;Rinodina pityrea;1;0;04;Korstmossen
16229;Onopvallende schotelkorst;0;1;04;Korstmossen;8368;Rinodina pyrina;1;0;04;Korstmossen
16230;Bleekgerande schotelkorst;0;1;04;Korstmossen;8369;Rinodina sophodes;1;0;04;Korstmossen
16231;Grauwe schotelkorst;0;1;04;Korstmossen;8370;Rinodina teichophila;1;0;04;Korstmossen
16232;Robinia;0;1;01;Vaatplanten;8371;Robinia pseudoacacia;1;0;01;Vaatplanten
16233;Koele boskorst;0;1;04;Korstmossen;8372;Ropalospora viridis;1;0;04;Korstmossen
16234;Gele waterkers;0;1;01;Vaatplanten;8373;Rorippa amphibia;1;0;01;Vaatplanten
16235;Oostenrijkse kers;0;1;01;Vaatplanten;8374;Rorippa austriaca;1;0;01;Vaatplanten
16236;Moeraskers;0;1;01;Vaatplanten;8375;Rorippa palustris;1;0;01;Vaatplanten
16237;Akkerkers;0;1;01;Vaatplanten;8376;Rorippa sylvestris;1;0;01;Vaatplanten
16238;Middelste waterkers;0;1;01;Vaatplanten;8377;Rorippa x anceps;1;0;01;Vaatplanten
16239;Valse akkerkers;0;1;01;Vaatplanten;8378;Rorippa x armoracioides;1;0;01;Vaatplanten
16240;Kraagroos;0;1;01;Vaatplanten;8379;Rosa agrestis;1;0;01;Vaatplanten
16241;Bosroos;0;1;01;Vaatplanten;8380;Rosa arvensis;1;0;01;Vaatplanten
16242;Beklierde heggenroos;0;1;01;Vaatplanten;8381;Rosa balsamica;1;0;01;Vaatplanten
16243;Behaarde struweelroos;0;1;01;Vaatplanten;8382;Rosa caesia;1;0;01;Vaatplanten
16244;Hondsroos;0;1;01;Vaatplanten;8383;Rosa canina;1;0;01;Vaatplanten
16245;Hondsroos s.l.;0;1;01;Vaatplanten;8384;Rosa canina s.l.;1;0;01;Vaatplanten
16246;Hondsroos + Kale struweelroos;0;1;01;Vaatplanten;8385;Rosa canina s.l. + R. dumalis;1;0;01;Vaatplanten
16247;Heggenroos;0;1;01;Vaatplanten;8386;Rosa corymbifera;1;0;01;Vaatplanten
16248;Kale struweelroos;0;1;01;Vaatplanten;8387;Rosa dumalis;1;0;01;Vaatplanten
16249;Wigbladige roos;0;1;01;Vaatplanten;8388;Rosa elliptica;1;0;01;Vaatplanten
16250;Franse roos;0;1;01;Vaatplanten;8389;Rosa gallica;1;0;01;Vaatplanten
16251;Bergroos;0;1;01;Vaatplanten;8390;Rosa glauca;1;0;01;Vaatplanten
16252;Schijnegelantier;0;1;01;Vaatplanten;8391;Rosa henkeri-schulzei;1;0;01;Vaatplanten
16253;Hollandse rimpelroos;0;1;01;Vaatplanten;8392;Rosa 'Hollandica';1;0;01;Vaatplanten
16254;Schijnkraagroos;0;1;01;Vaatplanten;8393;Rosa inodora;1;0;01;Vaatplanten
16255;Kaneelroos;0;1;01;Vaatplanten;8394;Rosa majalis;1;0;01;Vaatplanten
16256;Kleinbloemige roos;0;1;01;Vaatplanten;8395;Rosa micrantha;1;0;01;Vaatplanten
16257;Veelbloemige roos;0;1;01;Vaatplanten;8396;Rosa multiflora;1;0;01;Vaatplanten
16258;Schijnviltroos;0;1;01;Vaatplanten;8398;Rosa pseudoscabriuscula;1;0;01;Vaatplanten
16259;Egelantier;0;1;01;Vaatplanten;8399;Rosa rubiginosa;1;0;01;Vaatplanten
16260;Egelantier s.l.;0;1;01;Vaatplanten;8400;Rosa rubiginosa s.l.;1;0;01;Vaatplanten
16261;Rimpelroos;0;1;01;Vaatplanten;8401;Rosa rugosa;1;0;01;Vaatplanten
16262;Berijpte viltroos;0;1;01;Vaatplanten;8402;Rosa sherardii;1;0;01;Vaatplanten
16263;Duinroos;0;1;01;Vaatplanten;8403;Rosa spinosissima;1;0;01;Vaatplanten
16264;Stijlroos;0;1;01;Vaatplanten;8404;Rosa stylosa;1;0;01;Vaatplanten
16265;Schijnhondsroos;0;1;01;Vaatplanten;8405;Rosa subcanina;1;0;01;Vaatplanten
16266;Schijnheggenroos;0;1;01;Vaatplanten;8406;Rosa subcollina;1;0;01;Vaatplanten
16267;Viltroos;0;1;01;Vaatplanten;8407;Rosa tomentosa;1;0;01;Vaatplanten
16268;Bottelroos;0;1;01;Vaatplanten;8408;Rosa villosa;1;0;01;Vaatplanten
16269;Bottelroos + (Schijn- + Berijpte) viltroos;0;1;01;Vaatplanten;8409;Rosa villosa + pseudoscabriuscula + sherardii + tomentosa;1;0;01;Vaatplanten
16270;Virginische roos;0;1;01;Vaatplanten;8410;Rosa virginiana;1;0;01;Vaatplanten
16271;Rozemarijn;0;1;01;Vaatplanten;8413;Rosmarinus officinalis;1;0;01;Vaatplanten
16272;Klein fakkelgras;0;1;01;Vaatplanten;8414;Rostraria cristata;1;0;01;Vaatplanten
16273;Meekrap;0;1;01;Vaatplanten;8415;Rubia tinctorum;1;0;01;Vaatplanten
16274;Viltige roggebraam;0;1;01;Vaatplanten;8416;Rubus ammobius;1;0;01;Vaatplanten
16275;Dijkviltbraam;0;1;01;Vaatplanten;8417;Rubus armeniacus;1;0;01;Vaatplanten
16276;Witte grondbraam;0;1;01;Vaatplanten;8418;Rubus arrhenii;1;0;01;Vaatplanten
16277;Dauwbraam;0;1;01;Vaatplanten;8419;Rubus caesius;1;0;01;Vaatplanten
16278;Bleke randbraam;0;1;01;Vaatplanten;8420;Rubus camptostachys;1;0;01;Vaatplanten
16279;Hazelaarbraam;0;1;01;Vaatplanten;8421;Rubus corylifolius;1;0;01;Vaatplanten
16280;Bruine bermbraam;0;1;01;Vaatplanten;8422;Rubus drenthicus;1;0;01;Vaatplanten
16281;Rode bermbraam;0;1;01;Vaatplanten;8423;Rubus ferocior;1;0;01;Vaatplanten
16282;Gewone braam;0;1;01;Vaatplanten;8424;Rubus fruticosus;1;0;01;Vaatplanten
16283;Knieviltbraam;0;1;01;Vaatplanten;8425;Rubus geniculatus;1;0;01;Vaatplanten
16284;Zoete haarbraam;0;1;01;Vaatplanten;8426;Rubus gratus;1;0;01;Vaatplanten
16285;Framboos;0;1;01;Vaatplanten;8427;Rubus idaeus;1;0;01;Vaatplanten
16286;Peterseliebraam;0;1;01;Vaatplanten;8428;Rubus laciniatus;1;0;01;Vaatplanten
16287;Loganbes;0;1;01;Vaatplanten;8429;Rubus loganobaccus;1;0;01;Vaatplanten
16288;Bolle haarbraam;0;1;01;Vaatplanten;8430;Rubus macrophyllus;1;0;01;Vaatplanten
16289;Brede randbraam;0;1;01;Vaatplanten;8431;Rubus nemorosus;1;0;01;Vaatplanten
16290;Vroege roggebraam;0;1;01;Vaatplanten;8432;Rubus nessensis;1;0;01;Vaatplanten
16291;Roodbloeiende framboos;0;1;01;Vaatplanten;8433;Rubus odoratus;1;0;01;Vaatplanten
16292;Sierlijke woudbraam;0;1;01;Vaatplanten;8434;Rubus pedemontanus;1;0;01;Vaatplanten
16293;Beklierde purperbraam;0;1;01;Vaatplanten;8435;Rubus phoenicacanthus;1;0;01;Vaatplanten
16294;Japanse wijnbes;0;1;01;Vaatplanten;8436;Rubus phoenicolasius;1;0;01;Vaatplanten
16295;Geplooide stokbraam;0;1;01;Vaatplanten;8437;Rubus plicatus;1;0;01;Vaatplanten
16296;Pluimkambraam;0;1;01;Vaatplanten;8438;Rubus pyramidalis;1;0;01;Vaatplanten
16297;Steenbraam;0;1;01;Vaatplanten;8439;Rubus saxatilis;1;0;01;Vaatplanten
16298;Naaldroggebraam;0;1;01;Vaatplanten;8440;Rubus scissus;1;0;01;Vaatplanten
16299;Donkere pluimbraam;0;1;01;Vaatplanten;8441;Rubus silvaticus;1;0;01;Vaatplanten
16300;Prachtframboos;0;1;01;Vaatplanten;8442;Rubus spectabilis;1;0;01;Vaatplanten
16301;Rode grondbraam;0;1;01;Vaatplanten;8443;Rubus sprengelii;1;0;01;Vaatplanten
16302;Groefstokbraam;0;1;01;Vaatplanten;8444;Rubus sulcatus;1;0;01;Vaatplanten
16303;Koebraam;0;1;01;Vaatplanten;8445;Rubus ulmifolius;1;0;01;Vaatplanten
16304;Fraaie kambraam;0;1;01;Vaatplanten;8446;Rubus vestitus;1;0;01;Vaatplanten
16305;Basterdframboos;0;1;01;Vaatplanten;8447;Rubus x idaeoides;1;0;01;Vaatplanten
16306;Ruige rudbeckia;0;1;01;Vaatplanten;8448;Rudbeckia hirta;1;0;01;Vaatplanten
16307;Slipbladige rudbeckia;0;1;01;Vaatplanten;8449;Rudbeckia laciniata;1;0;01;Vaatplanten
16308;Veldzuring;0;1;01;Vaatplanten;8450;Rumex acetosa;1;0;01;Vaatplanten
16309;Schapenzuring;0;1;01;Vaatplanten;8451;Rumex acetosella;1;0;01;Vaatplanten
16310;Paardenzuring;0;1;01;Vaatplanten;8452;Rumex aquaticus;1;0;01;Vaatplanten
16311;Kluwenzuring;0;1;01;Vaatplanten;8453;Rumex conglomeratus;1;0;01;Vaatplanten
16312;Kluwenzuring x Krulzuring;0;1;01;Vaatplanten;8454;Rumex conglomeratus x crispus (Rumex x schulzei);1;0;01;Vaatplanten
16313;Krulzuring;0;1;01;Vaatplanten;8455;Rumex crispus;1;0;01;Vaatplanten
16314;Krulzuring x Waterzuring;0;1;01;Vaatplanten;8456;Rumex crispus x hydrolapathum (Rumex x schreberi);1;0;01;Vaatplanten
16315;Waterzuring;0;1;01;Vaatplanten;8457;Rumex hydrolapathum;1;0;01;Vaatplanten
16316;Noordse zuring;0;1;01;Vaatplanten;8458;Rumex longifolius;1;0;01;Vaatplanten
16317;Goudzuring;0;1;01;Vaatplanten;8459;Rumex maritimus;1;0;01;Vaatplanten
16318;Goud- + Moeraszuring;0;1;01;Vaatplanten;8460;Rumex maritimus + R. palustris;1;0;01;Vaatplanten
16319;Ridderzuring;0;1;01;Vaatplanten;8461;Rumex obtusifolius;1;0;01;Vaatplanten
16320;Ridderzuring subsp. obtusifolius;0;1;01;Vaatplanten;8462;Rumex obtusifolius subsp. obtusifolius;1;0;01;Vaatplanten
16321;Ridderzuring subsp. transiens;0;1;01;Vaatplanten;8463;Rumex obtusifolius subsp. transiens;1;0;01;Vaatplanten
16322;Moeraszuring;0;1;01;Vaatplanten;8464;Rumex palustris;1;0;01;Vaatplanten
16323;Spinaziezuring;0;1;01;Vaatplanten;8465;Rumex patientia;1;0;01;Vaatplanten
16324;Tuinzuring;0;1;01;Vaatplanten;8466;Rumex rugosus;1;0;01;Vaatplanten
16325;Wilgzuring;0;1;01;Vaatplanten;8467;Rumex salicifolius;1;0;01;Vaatplanten
16326;Bloedzuring;0;1;01;Vaatplanten;8468;Rumex sanguineus;1;0;01;Vaatplanten
16327;Spaanse zuring;0;1;01;Vaatplanten;8469;Rumex scutatus;1;0;01;Vaatplanten
16328;Geoorde zuring;0;1;01;Vaatplanten;8470;Rumex thyrsiflorus;1;0;01;Vaatplanten
16329;Bermzuring;0;1;01;Vaatplanten;8471;Rumex x pratensis;1;0;01;Vaatplanten
16330;Spiraalruppia;0;1;01;Vaatplanten;8472;Ruppia cirrhosa;1;0;01;Vaatplanten
16331;Snavelruppia;0;1;01;Vaatplanten;8473;Ruppia maritima;1;0;01;Vaatplanten
16332;Wijnruit;0;1;01;Vaatplanten;8474;Ruta graveolens;1;0;01;Vaatplanten
16333;Donkere vetmuur;0;1;01;Vaatplanten;8475;Sagina apetala;1;0;01;Vaatplanten
16334;Tengere vetmuur;0;1;01;Vaatplanten;8476;Sagina apetala + S. micropetala;1;0;01;Vaatplanten
16335;Zeevetmuur;0;1;01;Vaatplanten;8477;Sagina maritima;1;0;01;Vaatplanten
16336;Uitstaande vetmuur;0;1;01;Vaatplanten;8478;Sagina micropetala;1;0;01;Vaatplanten
16337;Sierlijke vetmuur;0;1;01;Vaatplanten;8479;Sagina nodosa;1;0;01;Vaatplanten
16338;Liggende vetmuur;0;1;01;Vaatplanten;8480;Sagina procumbens;1;0;01;Vaatplanten
16339;Priemvetmuur;0;1;01;Vaatplanten;8481;Sagina subulata;1;0;01;Vaatplanten
16340;Breed pijlkruid;0;1;01;Vaatplanten;8482;Sagittaria latifolia;1;0;01;Vaatplanten
16341;Pijlkruid;0;1;01;Vaatplanten;8483;Sagittaria sagittifolia;1;0;01;Vaatplanten
