SPECIES_NR,CODE,WETNAAM,NEDNAAM,AANGEVULD
6508,STEL-SP,Stellaria species,Muur (G),0
847,STELAQU,Stellaria aquatica,Watermuur,0
1248,STELGRA,Stellaria graminea,Grasmuur,0
1249,STELHOL,Stellaria holostea,Grote muur,0
1250,STELMED,Stellaria media,Vogelmuur,0
2271,STELM==,Stellaria media + S. pallida + S. neglecta,"Vogelmuur, Duin- en Heggenvogelmuur",0
1251,STELNEG,Stellaria neglecta,Heggenvogelmuur,0
1253,STELNEM,Stellaria nemorum,Bosmuur,0
1536,STELN-G,Stellaria nemorum s. montana,Bosmuur (subsp. montana),0
1252,STELPAL,Stellaria pallida,Duinvogelmuur,0
1254,STELPAS,Stellaria palustris,Zeegroene muur,0
1247,STELULI,Stellaria uliginosa,Moerasmuur,0
6510,STRT-SP,Stratiotes species,Krabbenscheer (G),0
1255,STRTALO,Stratiotes aloides,Krabbenscheer,0
6511,SUAE-SP,Suaeda species,Schorrenkruid (G),0
1256,SUAEMAR,Suaeda maritima,Schorrenkruid,0
6512,SUBU-SP,Subularia species,Priemkruid (G),0
1257,SUBUAQU,Subularia aquatica,Priemkruid,0
6513,SUCC-SP,Succisa species,Blauwe knoop (G),0
1258,SUCCPRA,Succisa pratensis,Blauwe knoop,0
6514,SYMP-SP,Symphoricarpos species,Sneeuwbes (G),0
2107,SYMPALB,Symphoricarpos albus,Sneeuwbes,0
6515,SYMH-SP,Symphytum species,Smeerwortel (G),0
1893,SYMHASP,Symphytum asperum,Ruwe smeerwortel,0
1259,SYMHOFF,Symphytum officinale,Gewone smeerwortel,0
1894,SYMH*UP,Symphytum x uplandicum,Bastaardsmeerwortel,0
6696,SYRI-SP,Syringa species,Sering (G),0
2390,SYRIVUL,Syringa vulgaris,Gewone sering,0
6615,TAGE-SP,Tagetes species,Afrikaantje (G),0
1744,TAGEMIN,Tagetes minuta,Geelgroen afrikaantje,0
6750,TAMA-SP,Tamarix species,Tamarisk (G),0
5282,TAMAGAL,Tamarix gallica,Franse tamarisk,0
6516,TANA-SP,Tanacetum species,Wormkruid (G),0
320,TANAPAR,Tanacetum parthenium,Moederkruid,0
1260,TANAVUL,Tanacetum vulgare,Boerenwormkruid,0
6517,TARA-SP,Taraxacum species,Paardenbloem (G),0
1262,TARACEL,Taraxacum sectie Celtica,Schraallandpaardenbloemen,0
1261,TARALAE,Taraxacum sectie Erythrosperma,Zandpaardenbloemen,0
1263,TARAOBL,Taraxacum obliquum,Oranjegele paardenbloem,0
1265,TARAPAL,Taraxacum sectie Palustria,Moeraspaardenbloemen,0
6616,TAXO-SP,Taxodium species,Moerascipres (G),0
2272,TAXODIS,Taxodium distichum,Moerascipres,0
6518,TAXU-SP,Taxus species,Taxus (G),0
1267,TAXUBAC,Taxus baccata,Taxus,0
6519,TEES-SP,Teesdalia species,Klein tasjeskruid (G),0
1268,TEESNUD,Teesdalia nudicaulis,Klein tasjeskruid,0
6766,TEPX-SP,Tephroseris species,Moerasandijvie (G),0
1184,SENECON,Tephroseris palustris,Moerasandijvie,0
6617,TETR-SP,Tetragonia species,Nieuwzeelandse spinazie (G),0
2305,TETRTET,Tetragonia tetragonioides,Nieuwzeelandse spinazie,0
6520,TETA-SP,Tetragonolobus species,Hauwklaver (G),0
1419,TETAMAR,Tetragonolobus maritimus,Hauwklaver,0
6521,TEUC-SP,Teucrium species,Gamander (G),0
1269,TEUCBOT,Teucrium botrys,Trosgamander,0
2445,TEUCCHA,Teucrium chamaedrys,Echte gamander s.l.,0
2446,TEUCC-C,Teucrium chamaedrys s. chamaedrys,Echte gamander (subsp. chamaedrys),0
1270,TEUCC-G,Teucrium chamaedrys s. germanicum,Echte gamander s.s.,0
1271,TEUCMON,Teucrium montanum,Berggamander,0
1272,TEUCSCO,Teucrium scordium,Moerasgamander,0
1273,TEUCSCR,Teucrium scorodonia,Valse salie,0
6522,THAL-SP,Thalictrum species,Ruit (G),0
5151,THALAQU,Thalictrum aquilegifolium,Akeleiruit,0
1275,THALFLA,Thalictrum flavum,Poelruit,0
1953,THALMIN,Thalictrum minus,Kleine ruit,0
6523,THEY-SP,Thelypteris species,Moerasvaren (G),0
427,THEYPAL,Thelypteris palustris,Moerasvaren,0
6524,THES-SP,Thesium species,Bergvlas (G),0
1278,THESHUM,Thesium humifusum,Liggend bergvlas,0
1279,THESPYR,Thesium pyrenaicum,Weidebergvlas,0
6525,THLA-SP,Thlaspi species,Boerenkers (G),0
1281,THLAARV,Thlaspi arvense,Witte krodde,0
1280,THLACAE,Thlaspi caerulescens,Zinkboerenkers,0
1282,THLAPER,Thlaspi perfoliatum,Doorgroeide boerenkers,0
6618,THUJ-SP,Thuja species,Levensboom (G),0
2273,THUJOCC,Thuja occidentalis,Westerse levensboom,0
2275,THUJPLI,Thuja plicata,Reuzenlevensboom,0
6526,THYM-SP,Thymus species,Tijm (G),0
1420,THYMPRA,Thymus praecox,Kruiptijm,0
1283,THYMPUL,Thymus pulegioides,Grote tijm,0
5204,THYMP=S,Thymus serpyllum ag. (incl. T. pulegioides),Grote en Wilde tijm,0
1284,THYMSER,Thymus serpyllum,Wilde tijm,0
5152,THYMVUL,Thymus vulgaris,Echte tijm,0
6527,TILI-SP,Tilia species,Linde (G),0
1285,TILICOR,Tilia cordata,Winterlinde,0
5206,TILIC==,Tilia cordata + T. platyphyllos + T. x vulgaris,"Zomer-, Winter- en Hollandse linde",0
5194,TILIC=V,Tilia cordata + T. x vulgaris,Winterlinde en Hollandse linde,0
1286,TILIPLA,Tilia platyphyllos,Zomerlinde,0
2277,TILI*VU,Tilia x vulgaris,Hollandse linde,0
6529,TORI-SP,Torilis species,Doornzaad (G),0
1288,TORIARV,Torilis arvensis,Akkerdoornzaad,0
1289,TORIJAP,Torilis japonica,Heggendoornzaad,0
1290,TORINOD,Torilis nodosa,Knopig doornzaad,0
6530,TRAG-SP,Tragopogon species,Morgenster (G),0
5190,TRAGDUB,Tragopogon dubius,Bleke morgenster,0
1293,TRAGPOR,Tragopogon porrifolius,Paarse morgenster,0
1954,TRAGPRA,Tragopogon pratensis,Oosterse en Gele morgenster,0
1292,TRAGP-O,Tragopogon pratensis s. orientalis,Oosterse morgenster,0
2418,TRAGP-P,Tragopogon pratensis s. pratensis,Gele morgenster,0
5283,TRAGP*P,Tragopogon porriformis x pratensis,Paarse morgenster x Gele morgenster,0
6728,TRAA-SP,Trapa species,Waternoot (G),0
5262,TRAANAT,Trapa natans,Waternoot,0
6767,TRIX-SP,Trichophorum species,Veenbies (G),0
2357,SCIRCES,Trichophorum cespitosum,Noorse en Gewone veenbies,0
1525,SCIRC-C,Trichophorum cespitosum s. cespitosum,Noordse veenbies,0
1153,SCIRC-G,Trichophorum cespitosum s. germanicum,Gewone veenbies,0
6531,TRIE-SP,Trientalis species,Zevenster (G),0
1295,TRIEEUR,Trientalis europaea,Zevenster,0
6532,TRIF-SP,Trifolium species,Klaver (G),0
1834,TRIFALE,Trifolium alexandrinum,Alexandrijnse klaver,0
1296,TRIFARV,Trifolium arvense,Hazenpootje,0
1297,TRIFAUR,Trifolium aureum,Akkerklaver,0
1298,TRIFCAM,Trifolium campestre,Liggende klaver,0
1745,TRIFDIF,Trifolium diffusum,Wijdvertakte klaver,0
1299,TRIFDUB,Trifolium dubium,Kleine klaver,0
1300,TRIFFRA,Trifolium fragiferum,Aardbeiklaver,0
1301,TRIFHYB,Trifolium hybridum,Basterdklaver,0
1835,TRIFINC,Trifolium incarnatum,Inkarnaatklaver,0
1302,TRIFMED,Trifolium medium,Bochtige klaver,0
1303,TRIFMIC,Trifolium micranthum,Draadklaver,0
1304,TRIFORN,Trifolium ornithopodioides,Vogelpootklaver,0
1305,TRIFPRA,Trifolium pratense,Rode klaver,0
1306,TRIFREP,Trifolium repens,Witte klaver,0
1836,TRIFRES,Trifolium resupinatum,Perzische klaver,0
1307,TRIFSCA,Trifolium scabrum,Ruwe klaver,0
1308,TRIFSTR,Trifolium striatum,Gestreepte klaver,0
1309,TRIFSUB,Trifolium subterraneum,Onderaardse klaver,0
6533,TRIG-SP,Triglochin species,Zoutgras (G),0
1310,TRIGMAR,Triglochin maritima,Schorrenzoutgras,0
1311,TRIGPAL,Triglochin palustris,Moeraszoutgras,0
6620,TRIN-SP,Trigonella species,Hoornklaver (G),0
1838,TRINFOE,Trigonella foenum-graecum,Fenegriek,0
6751,TRIQ-SP,Tripleurospermum species,Klierkamille (G),0
795,MATRMAR,Tripleurospermum maritimum,Reukeloze kamille,0
6534,TRIS-SP,Trisetum species,Goudhaver (G),0
1312,TRISFLA,Trisetum flavescens,Goudhaver,0
6717,TRII-SP,Triticosecale (x-),Rogge x Tarwe (G),0
5244,TRIIRIM,Triticosecale rimpaui,Rogge x Tarwe,0
6621,TRIT-SP,Triticum species,Tarwe (G),0
1839,TRITAES,Triticum aestivum,Tarwe,0
5263,TRITDIC,Triticum dicoccon,Emmer,0
5264,TRITMON,Triticum monococcum,Eenkoorn,0
5153,TRITSPE,Triticum spelta,Spelt,0
5265,TRITTUR,Triticum turgidum,Engelse tarwe,0
6622,TSUG-SP,Tsuga species,Hemlockspar (G),0
2279,TSUGCAN,Tsuga canadensis,Oostelijke hemlockspar,0
2280,TSUGHET,Tsuga heterophylla,Westelijke hemlockspar,0
6535,TUBE-SP,Tuberaria species,Gevlekt zonneroosje (G),0
1313,TUBEGUT,Tuberaria guttata,Gevlekt zonneroosje,0
6536,TULI-SP,Tulipa species,Tulp (G),0
1314,TULISYL,Tulipa sylvestris,Bostulp,0
6538,TUSS-SP,Tussilago species,Klein hoefblad (G),0
1316,TUSSFAR,Tussilago farfara,Klein hoefblad,0
6539,TYPH-SP,Typha species,Lisdodde (G),0
1317,TYPHANG,Typha angustifolia,Kleine lisdodde,0
1318,TYPHLAT,Typha latifolia,Grote lisdodde,0
2373,TYPH*GL,Typha angustifolia x latifolia,Kleine x Grote lisdodde,0
6540,ULEX-SP,Ulex species,Gaspeldoorn (G),0
1319,ULEXEUR,Ulex europaeus,Gaspeldoorn,0
6541,ULMU-SP,Ulmus species,Iep (G),0
1895,ULMUGLA,Ulmus glabra,Ruwe iep,0
5154,ULMULAE,Ulmus laevis,Fladderiep,0
1320,ULMUMIN,Ulmus minor,Gladde iep,0
5191,ULMU*HO,Ulmus x hollandica,Hollandse iep,0
6542,URTI-SP,Urtica species,Brandnetel (G),0
1321,URTIDIO,Urtica dioica,Grote brandnetel,0
1322,URTIURE,Urtica urens,Kleine brandnetel,0
6543,UTRI-SP,Utricularia species,Blaasjeskruid (G),0
1325,UTRIAUS,Utricularia australis,Loos blaasjeskruid,0
2282,UTRIA=V,Utricularia australis + U. vulgaris,Loos en Groot blaasjeskruid,0
1323,UTRIINT,Utricularia intermedia,Plat blaasjeskruid,0
1324,UTRIMIN,Utricularia minor,Klein blaasjeskruid,0
1326,UTRIOCH,Utricularia ochroleuca,Bleekgeel blaasjeskruid,0
1327,UTRIVUL,Utricularia vulgaris,Groot blaasjeskruid,0
6544,VACC-SP,Vaccaria species,Koekruid (G),0
1328,VACCHIS,Vaccaria hispanica,Koekruid,0
6545,VACI-SP,Vaccinium species,Bosbes (G),0
5155,VACICOR,Vaccinium corymbosum,Trosbosbes,0
1329,VACIMYR,Vaccinium myrtillus,Blauwe bosbes,0
1330,VACIULI,Vaccinium uliginosum,Rijsbes,0
1331,VACIVIT,Vaccinium vitis-idaea,Rode bosbes,0
1602,VACI*IN,Vaccinium myrtillus x vitis-idaea,Blauwe x Rode bosbes,0
6546,VALE-SP,Valeriana species,Valeriaan (G),0
1332,VALEDIO,Valeriana dioica,Kleine valeriaan,0
1333,VALEOFF,Valeriana officinalis,Echte valeriaan,0
6547,VALR-SP,Valerianella species,Veldsla (G),0
1334,VALRCAR,Valerianella carinata,Gegroefde veldsla,0
1335,VALRDEN,Valerianella dentata,Getande veldsla,0
1336,VALRLOC,Valerianella locusta,Gewone veldsla,0
1337,VALRRIM,Valerianella rimosa,Geoorde veldsla,0
6548,VALL-SP,Vallisneria species,Vallisneria (G),0
2108,VALLSPI,Vallisneria spiralis,Vallisneria,0
6549,VERB-SP,Verbascum species,Toorts (G),0
1338,VERBBLA,Verbascum blattaria,Mottenkruid,0
1342,VERBDEN,Verbascum densiflorum,Stalkaars,0
1339,VERBLYC,Verbascum lychnitis,Melige toorts,0
1340,VERBNIG,Verbascum nigrum,Zwarte toorts,0
1341,VERBPHL,Verbascum phlomoides,Keizerskaars,0
1749,VERBPHO,Verbascum phoeniceum,Paarse toorts,0
1343,VERBTHA,Verbascum thapsus,Koningskaars,0
6550,VERE-SP,Verbena species,Verbena (G),0
1344,VEREOFF,Verbena officinalis,IJzerhard,0
6551,VERO-SP,Veronica species,Ereprijs (G),0
1345,VEROAGR,Veronica agrestis,Akkerereprijs,0
1346,VEROANA,Veronica anagallis-aquatica,Blauwe waterereprijs,0
5199,VEROA=C,Veronica anagallis-aquatica ag. (incl. V. catenata),Blauwe en Rode waterereprijs,0
1347,VEROARV,Veronica arvensis,Veldereprijs,0
5229,VEROAUS,Veronica austriaca,Brede ereprijs s.l.,0
1364,VEROA-T,Veronica austriaca s. teucrium,Brede ereprijs s.s.,0
1349,VEROBEC,Veronica beccabunga,Beekpunge,0
1350,VEROCAT,Veronica catenata,Rode waterereprijs,0
1351,VEROCHA,Veronica chamaedrys,Gewone ereprijs,0
1896,VEROFIL,Veronica filiformis,Draadereprijs,0
1352,VEROHED,Veronica hederifolia,Klimopereprijs,0
1538,VEROH-H,Veronica hederifolia s. hederifolia,Akker-klimopereprijs,0
1539,VEROH-L,Veronica hederifolia s. lucorum,Bos-klimopereprijs,0
1353,VEROLON,Veronica longifolia,Lange ereprijs,0
1354,VEROMON,Veronica montana,Bosereprijs,0
1355,VEROOFF,Veronica officinalis,Mannetjesereprijs,0
1356,VEROOPA,Veronica opaca,Doffe ereprijs,0
1357,VEROPEG,Veronica peregrina,Vreemde ereprijs,0
1358,VEROPER,Veronica persica,Grote ereprijs,0
1359,VEROPOL,Veronica polita,Gladde ereprijs,0
1360,VEROPRA,Veronica praecox,Vroege ereprijs,0
1361,VEROPRO,Veronica prostrata,Liggende ereprijs,0
1362,VEROSCU,Veronica scutellata,Schildereprijs,0
1363,VEROSER,Veronica serpyllifolia,Tijmereprijs,0
1365,VEROTRI,Veronica triphyllos,Handjesereprijs,0
1366,VEROVER,Veronica verna,Kleine ereprijs,0
5284,VEROA*C,Veronica anagallis-aquatica x catenata,Blauwe x Rode waterereprijs,0
6552,VIBU-SP,Viburnum species,Sneeuwbal (G),0
2109,VIBULAN,Viburnum lantana,Wollige sneeuwbal,0
1367,VIBUOPU,Viburnum opulus,Gelderse roos,0
6553,VICI-SP,Vicia species,Wikke (G),0
1369,VICICRA,Vicia cracca,Vogelwikke,0
5266,VICIERV,Vicia ervilia,Linzewikke/Erve,0
1840,VICIFAB,Vicia faba,Tuinboon,0
5156,VICIGRA,Vicia grandiflora,Grote wikke,0
1370,VICIHIR,Vicia hirsuta,Ringelwikke,0
5157,VICIHYB,Vicia hybrida,Basterdwikke,0
1371,VICILAT,Vicia lathyroides,Lathyruswikke,0
1751,VICILUT,Vicia lutea,Gele wikke,0
1753,VICIPAN,Vicia pannonica,Hongaarse wikke,0
1960,VICISAT,Vicia sativa,Smalle en Voederwikke,0
1368,VICIS-N,Vicia sativa s. nigra,Smalle wikke s.s.,0
1372,VICIS-S,Vicia sativa s. sativa,Voederwikke,0
1373,VICISEP,Vicia sepium,Heggenwikke,0
1754,VICITEN,Vicia tenuifolia,Stijve wikke,0
2408,VICITET,Vicia tetrasperma,Vierzadige en Slanke wikke,0
1374,VICIT-G,Vicia tetrasperma s. gracilis,Slanke wikke,0
1375,VICIT-T,Vicia tetrasperma s. tetrasperma,Vierzadige wikke s.s.,0
2387,VICIVIL,Vicia villosa,Bonte wikke s.l.,0
6554,VINC-SP,Vinca species,Maagdenpalm (G),0
1377,VINCMIN,Vinca minor,Kleine maagdenpalm,0
6555,VINE-SP,Vincetoxicum species,Engbloem (G),0
383,VINEHIR,Vincetoxicum hirundinaria,Witte engbloem,0
5158,VINENIG,Vincetoxicum nigrum,Zwarte engbloem,0
6556,VIOL-SP,Viola species,Viooltje (G),0
1378,VIOLARV,Viola arvensis,Akkerviooltje,0
1380,VIOLCAN,Viola canina,Hondsviooltje,0
1381,VIOLCUR,Viola curtisii,Duinviooltje,0
1382,VIOLHIR,Viola hirta,Ruig viooltje,0
1379,VIOLCAL,Viola lutea s. calaminaria,Zinkviooltje,0
1384,VIOLODO,Viola odorata,Maarts viooltje,0
1385,VIOLPAL,Viola palustris,Moerasviooltje,0
1389,VIOLPER,Viola persicifolia,Melkviooltje,0
1386,VIOLREI,Viola reichenbachiana,Donkersporig bosviooltje,0
1966,VIOLR=R,Viola reichenbachiana + V. riviniana,Donkersporig en Bleeksporig bosviooltje,0
1387,VIOLRIV,Viola riviniana,Bleeksporig bosviooltje,0
1388,VIOLRUP,Viola rupestris,Zandviooltje,0
1390,VIOLTRI,Viola tricolor,Driekleurig viooltje,0
1897,"VIOLT,H",Viola tricolor,Tuinviooltje,0
1604,VIOLR*R,Viola reichenbachiana x riviniana,Donker- x Bleeksporig bosviooltje,0
5221,VIOLA*T,Viola arvensis x tricolor,Akker- x Driekleurig viooltje,0
1603,VIOLC*R,Viola canina x riviniana,Honds- x Bleeksporig bosviooltje,0
1606,VIOL*RI,Viola canina x persicaria,Hondsviooltje x Melkviooltje,0
1605,VIOLH*O,Viola hirta x odorata,Ruig x Maarts viooltje,0
6557,VISC-SP,Viscum species,Maretak (G),0
1391,VISCALB,Viscum album,Maretak,0
6706,VITI-SP,Vitis species,Wijnstok (G),0
5192,VITIVIN,Vitis vinifera,Wijnstok,0
6558,VULP-SP,Vulpia species,Langbaardgras (G),0
1392,VULPBRO,Vulpia bromoides,Eekhoorngras,0
2452,VULPCIL,Vulpia ciliata,Gewimperd en Duinlangbaardgras,0
2454,VULPC-A,Vulpia ciliata s. ambigua,Duinlangbaardgras,0
2453,VULPC-C,Vulpia ciliata s. ciliata,Gewimperd langbaardgras,0
5159,VULPFAS,Vulpia fasciculata,Dicht langbaardgras,0
5302,VULPMEM,Vulpia membranacea,Zandlangbaardgras,0
1393,VULPMYU,Vulpia myuros,Gewoon langbaardgras,0
6559,WAHL-SP,Wahlenbergia species,Klimopklokje (G),0
1394,WAHLHED,Wahlenbergia hederacea,Klimopklokje,0
6560,WOLF-SP,Wolffia species,Wortelloos kroos (G),0
1395,WOLFARR,Wolffia arrhiza,Wortelloos kroos,0
6561,XANT-SP,Xanthium species,Stekelnoot (G),0
1756,XANTSPI,Xanthium spinosum,Stekende stekelnoot,0
2469,XANTST1,Xanthium strumarium,Late stekelnoot,0
6562,ZANN-SP,Zannichellia species,Zannichellia (G),0
1964,ZANNPAL,Zannichellia palustris,Zannichellia,0
1542,ZANNP-L,Zannichellia palustris s. major,Brede zannichellia,0
1396,ZANNP-P,Zannichellia palustris s. palustris,Zittende zannichellia,0
1397,ZANNP-D,Zannichellia palustris s. pedicellata,Gesteelde zannichellia,0
6697,ZEA -SP,Zea species,Mais (G),0
2313,ZEA MAY,Zea mays,Mais,0
6563,ZOST-SP,Zostera species,Zeegras (G),0
1398,ZOSTMAR,Zostera marina,Groot zeegras,0
1399,ZOSTNOL,Zostera noltii,Klein zeegras,0
2164,CHAC-FA,Characeae species,Kranswieren familie,0
2153,CHAA-SP,Chara species,Kranswier,0
2140,CHAAACU,Chara aculeolata,Fijnstekelig kransblad,0
2133,CHAAA;A,Chara aculeolata v. aculeolata,Chara aculeolata v. aculeolata,1
2114,CHAAPOL,Chara aculeolata v. pedunculata,Harig kransblad,0
2141,CHAAASP,Chara aspera,Ruw kransblad,0
2110,CHAABAL,Chara baltica,Kust kransblad,0
2200,CHAAB-A,Chara baltica v. affinis,Chara baltica v. affinis,1
2117,CHAAB-B,Chara baltica v. baltica,Chara baltica v. baltica,1
2142,CHAACAN,Chara canescens,Brakwater kransblad,0
2143,CHAACON,Chara connivens,Gebogen kransblad,0
2144,CHAACOT,Chara contraria,Brokkelig kransblad,0
2122,CHAAC;C,Chara contraria v. contraria,Chara contraria v. contraria,1
2123,POTAA=S,Chara contraria v. hispidula,Chara contraria v. hispidula,1
2145,CHAAGLO,Chara globularis,Breekbaar kransblad,0
2197,CHAAG;G,Chara globularis v. globularis,Chara globularis v. globularis,1
2118,CHAAG;V,Chara globularis v. virgata,Teer kransblad,0
2113,CHAAINT,Chara intermedia,Grijs kransblad,0
2146,CHAAMAJ,Chara major,Stekelharig kransblad,0
2147,CHAAVUL,Chara vulgaris,Gewoon kransblad,0
2116,CHAAV-C,Chara vulgaris v. crassicaulis,Chara vulgaris v. crassicaulis,1
2152,CHAAV;L,Chara vulgaris v. longibracteata,Gewoon kransblad,0
2151,CHAAV;P,Chara vulgaris v. papillata,Stekelig gewoon kransblad,0
2198,CHAAV;V,Chara vulgaris v. vulgaris,Chara vulgaris v. vulgaris,1
2158,NITE-SP,Nitella species,Glanswier,0
2154,NITECAP,Nitella capillaris,Kleinhoofdig glanswier,0
2155,NITEFLE,Nitella flexilis,Buigzaam glanswier,0
2199,NITEF+O,Nitella flexilis + N. opaca,Nitella flexilis + N. opaca,1
2129,NITEGRA,Nitella gracilis,Sierlijk glanswier,0
2195,NITEHYA,Nitella hyalina,Klein glanswier,0
2156,NITEMUC,Nitella mucronata,Puntdragend glanswier,0
2124,NITEM;G,Nitella mucronata v. gracillima,Nitella mucronata v. gracillima,1
2125,NITEM;M,Nitella mucronata v. mucronata,Nitella mucronata v. mucronata,1
2196,NITEOPA,Nitella opaca,Donker glanswier,0
2157,NITESYN,Nitella syncarpa,Vruchtrijk glanswier,0
2120,NITETEN,Nitella tenuissima,Kraaltjes glanswier,0
2119,NITETRA,Nitella translucens,Doorschijnend glanswier,0
2121,NITL-SP,Nitellopsis species,Nitellopsis species,1
2160,NITLOBT,Nitellopsis obtusa,Sterkranswier,0
2159,TOLY-SP,Tolypella species,Boomglanswier,0
2163,TOLYGLO,Tolypella glomerata,Klein boomglanswier,0
2162,TOLYINT,Tolypella intricata,Vertakt boomglanswier,0
2161,TOLYPRO,Tolypella prolifera,Groot boomglanswier,0
9549,RUBUN;N,Rubus nessensis s. nessensis,Rubus nessensis s. nessensis,1
9550,RUBUN;S,Rubus nessensis s. scissoides,Rubus nessensis s. scissoides,1
9555,RUBUOPA,Rubus opacus,Rubus opacus,1
9556,RUBUBER,Rubus bertramii,Rubus bertramii,1
9557,RUBUDIV,Rubus divaricatus,Rubus divaricatus,1
9558,RUBUINT,Rubus integribasis,Rubus integribasis,1
9559,RUBUVIG,Rubus vigorosus,Rubus vigorosus,1
9560,RUBUSEN,Rubus senticosus,Rubus senticosus,1
9562,RUBUBRA,Rubus braeuckeriformis,Rubus braeuckeriformis,1
9564,RUBULEU,Rubus leucandrus,Rubus leucandrus,1
9565,RUBUL;L,Rubus leucandrus s. leucandrus,Rubus leucandrus s. leucandrus,1
9566,RUBUL;B,Rubus leucandrus s. belgicus,Rubus leucandrus s. belgicus,1
9567,RUBUSCS,Rubus sciocharis,Rubus sciocharis,1
9569,RUBUSCH,Rubus schlechtendalii,Rubus schlechtendalii,1
9570,RUBULAS,Rubus lasiandrus,Rubus lasiandrus,1
9571,RUBUAMI,Rubus amisiensis,Rubus amisiensis,1
9572,RUBUADS,Rubus adspersus,Rubus adspersus,1
9573,RUBUPLC,Rubus platyacanthus,Rubus platyacanthus,1
9576,RUBUCHL,Rubus chlorothyrsos,Rubus chlorothyrsos,1
9578,RUBULNB,Rubus lindebergii,Rubus lindebergii,1
9579,RUBUMUN,Rubus muenteri,Rubus muenteri,1
9580,RUBULAE,Rubus laevicaulis,Rubus laevicaulis,1
9581,RUBUCOF,Rubus confusidens,Rubus confusidens,1
9582,RUBULIN,Rubus lindleianus,Rubus lindleianus,1
9583,RUBUVUL,Rubus vulgaris,Rubus vulgaris,1
9584,RUBUNEM,Rubus nemoralis,Rubus nemoralis,1
9585,RUBURHO,Rubus rhombifolius,Rubus rhombifolius,1
9586,RUBUSTE,Rubus stereacanthos,Rubus stereacanthos,1
9587,RUBULON,Rubus longior,Rubus longior,1
9588,RUBUPOL,Rubus polyanthemus,Rubus polyanthemus,1
9589,RUBUEGR,Rubus egregius,Rubus egregius,1
9590,RUBUERI,Rubus erinusculus,Rubus erinusculus,1
9592,RUBUBIF,Rubus bifrons,Rubus bifrons,1
9594,RUBUPRA,Rubus praecox,Rubus praecox,1
9595,RUBUAMT,Rubus amiantinus,Rubus amiantinus,1
9596,RUBUCHO,Rubus chloocladus,Rubus chloocladus,1
9597,RUBUWIN,Rubus winteri,Rubus winteri,1
9598,RUBUMON,Rubus montanus,Rubus montanus,1
9599,RUBUGRW,Rubus grabowskii,Rubus grabowskii,1
9600,RUBUPHY,Rubus phyllostachys,Rubus phyllostachys,1
9601,RUBUFLA,Rubus flaccidus,Rubus flaccidus,1
9603,RUBUELE,Rubus elegantispinosus,Rubus elegantispinosus,1
9607,RUBUMUC,Rubus mucronulatus,Rubus mucronulatus,1
9608,RUBUATR,Rubus atrichanterus,Rubus atrichanterus,1
9609,RUBUGLT,Rubus glandithyrso,Rubus glandithyrso,1
9610,RUBUHYP,Rubus hypomalacus,Rubus hypomalacus,1
9611,RUBURAO,Rubus raduloides,Rubus raduloides,1
9612,RUBUSIE,Rubus siekensis,Rubus siekensis,1
9614,RUBURAD,Rubus radula,Rubus radula,1
9615,RUBURUD,Rubus rudis,Rubus rudis,1
9616,RUBUFOL,Rubus foliosus,Rubus foliosus,1
9617,RUBUFLE,Rubus flexuosus,Rubus flexuosus,1
9618,RUBUPAL,Rubus pallidus,Rubus pallidus,1
9619,RUBUFUS,Rubus fuscus,Rubus fuscus,1
9620,RUBULOE,Rubus loehrii,Rubus loehrii,1
9622,RUBUORE,Rubus oreades,Rubus oreades,1
9623,RUBUIGN,Rubus ignoratus,Rubus ignoratus,1
9624,RUBUPRU,Rubus pruinosus,Rubus pruinosus,1
9625,RUBUINC,Rubus incisior,Rubus incisior,1
9626,RUBULOB,Rubus lobatidens,Rubus lobatidens,1
9628,RUBUNEI,Rubus nemorosoides,Rubus nemorosoides,1
9629,RUBUPLA,Rubus placidus,Rubus placidus,1
9632,RUBUCAL,Rubus calvus,Rubus calvus,1
9633,RUBUTUT,Rubus tuberculatus,Rubus tuberculatus,1
9636,RUBUHYS,Rubus hystericopsis,Rubus hystericopsis,1
9637,RUBUCOD,Rubus contritidens,Rubus contritidens,1
9639,RUBUAPH,Rubus aphidifer,Rubus aphidifer,1
9640,RUBUPAS,Rubus passionis,Rubus passionis,1
9641,RUBUNIT,Rubus frederici,Rubus frederici,1
9646,RUBUADO,Rubus adornatus,Rubus adornatus,1
9647,RUBUCAC,Rubus calyculatus,Dauwbraam (Sl),0
9648,RUBUDEJ,Rubus dejonghii,Rubus dejonghii,1
9649,RUBUDIS,Rubus discors,Rubus discors,1
9651,RUBUTRI,Rubus trichanthus,Rubus trichanthus,1
9652,RUBUBAR,Rubus baronicus,Rubus baronicus,1
9653,RUBUPIC,Rubus picearum,Rubus picearum,1
9654,RUBUIUV,Rubus iuvenis,Rubus iuvenis,1
9655,RUBUAUR,Rubus aurora,Rubus aurora,1
9656,RUBUCOR,Rubus cordiformis,Rubus cordiformis,1
9657,RUBUAGG,Rubus aggregatus,Rubus aggregatus,1
9670,RUBUBOV,Rubus bovinus,Rubus bovinus,1
9704,RUBUROS,Rubus rosaceus,Rubus rosaceus,1
9705,RUBURUF,Rubus rufescens,Rubus rufescens,1
9707,RUBUSET,Rubus setosus,Rubus setosus,1
9722,RUBURUB,Rubus rubercadaver,Rubus rubercadaver,1
9723,RUBUGRD,Rubus grabowskii,Rubus grabowskii,1
