SYNTAXON,SPECIES_NR,PRESENTIE,KARAKT_BED,TROUW
29A,1859,0.685567,2.0,2.03907
29A,1914,2.4055,2.02586,0.114192
29A,1936,0.340893,3.0,0.0756357
29A,1949,2.38213,1.74293,0.0549485
29A,1960,0.340893,1.0,0.0298282
29A,2290,0.339519,2.0,0.00914089
29A,2320,10.0086,3.6216,0.370309
29A,2323,8.96976,13.7912,6.65488
29A,2324,1.71134,1.8012,0.0663918
29A,2343,0.69244,13.0,0.0308935
29A,2376,4.80309,2.30104,0.0513746
29A,2400,4.47938,2.5,0.192784
29A,2402,0.340893,3.0,0.00426117
29A,2430,14.7763,2.00001,0.0984192
29A,2497,0.340893,2.0,10.6529
29A,2512,0.339519,2.0,0.0287285
29A,2519,0.692096,3.0,1.21704
29A,2525,0.692096,2.5,1.56962
29A,2547,0.339519,2.0,0.0561512
29A,2555,0.339519,2.0,0.26378
29A,2560,0.340893,2.0,0.0362199
29A,2574,1.38488,11.6608,0.652784
29A,2577,3.78763,4.49472,0.526735
29A,2578,1.72371,6.2,7.02021
29A,2580,0.692096,3.0,0.1789
29A,2595,1.03162,2.0,6.50832
29A,2620,0.340206,2.0,0.0
29A,2621,0.340893,2.0,0.0340893
29A,2667,0.340206,8.0,0.0510309
29A,2700,0.69244,5.0,0.0628522
29A,2701,0.680412,3.0,0.0469416
29A,2729,0.339519,3.0,0.00261168
29A,2752,1.37113,3.0,13.0584
29A,2753,0.679725,8.00506,1.44402
29A,2802,1.37113,2.3,0.754777
29A,2861,0.339519,2.0,1.19615
29A,2869,1.72371,3.0,13.0584
29A,2872,0.692096,7.60377,1.4534
29A,2938,0.339519,2.0,5.38921
29A,3402,0.339519,3.0,1.11388
29A,3403,0.339519,1.0,0.0613746
29A,3460,0.340893,1.0,0.355808
29A,3464,5.85017,9.20223,11.0755
29A,6013,0.339519,1.0,0.0287285
29A,6021,0.352577,2.0,4.60897
29A,6097,3.42887,2.44157,0.111512
29A,6103,0.340206,2.0,0.941237
29A,6106,0.339519,2.0,0.057457
29A,6176,0.352577,3.0,19.5876
29A,6187,0.6811,1.5005,1.19268
29A,6192,2.05292,2.84322,0.682096
29A,6234,0.692784,2.0,1.51062
29A,6279,2.38144,1.714,0.242165
29A,6291,1.02062,38.0,0.844845
29A,6330,0.339519,2.0,0.342131
29A,6352,0.340893,1.0,0.0841581
29A,6370,0.352577,2.0,2.08021
29A,6412,0.352577,3.0,1.61794
29A,6417,0.692096,2.0,1.03814
29A,6437,0.352577,2.0,0.125361
29A,6454,1.37251,1.75638,0.476907
29A,6459,3.76942,1.72924,0.211615
29A,6498,1.01993,1.33288,1.16643
29A,6532,0.340206,1.0,0.334536
29A,6551,0.679725,2.0,0.157732
29A,6553,0.340893,1.0,0.362199
29A,6562,0.352577,13.0,11.0709
29A,9500,0.339519,68.0,0.135808
29A,9724,0.692096,2.5,13.0584
30,1,0.159259,1.34012,0.0038831
30,2,0.175289,2.0,0.0014294
30,4,13.3182,2.25697,0.138953
30,11,1.18067,3.1344,0.0180208
30,12,6.66279,2.93783,4.46943
30,15,1.10885,3.1947,4.42308
30,17,0.401273,4.43698,0.109902
30,18,20.1403,3.76109,0.0587963
30,19,4.33993,4.70706,0.0302373
30,20,0.634144,5.85317,0.327703
30,21,0.351389,2.83597,0.00878472
30,29,0.175116,4.33576,0.00859375
30,40,0.172917,2.36044,0.00365741
30,41,12.101,6.84768,6.06053
30,42,0.464178,1.91176,0.00321759
30,46,0.0579282,1.0,0.519774
30,47,1.04959,3.2818,1.86726
30,52,9.25747,2.94107,4.03661
30,54,0.0480324,1.0,0.00480324
30,62,8.09676,3.70673,9.53172
30,63,0.807407,3.98121,7.974
30,66,0.294329,13.8923,0.00720486
30,67,15.2782,14.2278,16.9181
30,70,0.574769,2.10995,0.00318866
30,72,5.26898,3.06594,11.0277
30,73,34.7094,10.9108,6.4459
30,74,10.5205,4.6392,4.16182
30,75,4.97541,5.07459,6.13467
30,76,0.115856,4.5,0.225394
30,81,6.55654,3.68366,2.29931
30,86,0.120255,2.0,0.0198669
30,89,8.33073,5.05936,0.762992
30,94,14.1131,5.04119,9.19051
30,96,0.821065,3.65337,0.00842593
30,101,3.01377,3.20649,0.0759086
30,121,2.26146,2.83441,0.0496296
30,123,15.8056,3.05701,2.66981
30,126,2.76788,3.70364,4.44342
30,129,0.116898,5.0,0.0163657
30,133,0.0631944,2.0,0.0552951
30,135,0.572627,1.78454,0.00875
30,139,0.0480324,2.0,0.0
30,140,0.120255,1.52551,0.000167824
30,144,1.09913,2.06366,0.0463773
30,152,0.412037,2.58218,0.105289
30,164,1.16348,2.67232,6.88687
30,165,0.233565,1.75025,0.0131539
30,167,0.116667,1.0,0.00555556
30,169,0.0555556,3.0,0.514444
30,174,0.0555556,3.0,0.0
30,188,4.68287,2.40449,0.05239
30,195,1.10069,3.69741,1.72319
30,198,0.0480324,2.0,0.00240162
30,200,55.2223,2.60939,2.13884
30,203,3.76134,2.5324,0.423466
30,205,0.105961,2.0,0.00052662
30,208,0.476389,2.34,0.0470023
30,209,0.0555556,2.0,0.0122222
30,215,0.0541667,1.0,0.0
30,235,0.463657,2.4736,0.0228414
30,251,0.0631944,2.0,0.00157986
30,271,0.0623264,1.0,0.0186979
30,279,28.8875,6.26681,6.01043
30,284,0.80706,1.81414,0.0560301
30,286,0.0579282,2.0,0.0531887
30,292,0.993287,2.30091,0.0222917
30,295,0.877315,2.38768,0.347211
30,296,8.2239,2.05441,0.115012
30,297,0.0601852,2.0,0.12037
30,298,1.04925,3.45222,0.0379456
30,303,0.170833,4.39024,0.0165972
30,305,0.0584491,8.0,0.0362384
30,306,60.8258,3.91771,3.45281
30,310,3.0474,2.77991,2.5376
30,312,0.182581,1.34136,0.0515856
30,313,0.0623264,3.0,0.409277
30,315,4.92541,7.93738,3.89436
30,316,1.44659,2.57684,0.136852
30,319,0.282813,2.0,0.0124421
30,320,0.236111,1.51522,2.24952
30,321,10.3605,9.12203,11.6751
30,325,0.0623264,2.0,0.00207755
30,330,0.0541667,2.0,0.0108333
30,331,26.097,3.30371,0.269178
30,334,0.0555556,3.0,0.778889
30,336,1.14022,2.06518,0.061956
30,339,0.116667,1.5,0.00222222
30,350,14.002,2.84123,0.403385
30,355,0.0555556,1.0,0.00111111
30,358,0.686574,3.21291,8.24617
30,359,3.80966,2.36639,0.287928
30,367,0.158623,2.0,0.00157986
30,371,0.0555556,2.0,0.00611111
30,372,2.32378,2.49229,0.209525
30,374,1.01632,2.64701,7.07374
30,375,0.0555556,13.0,2.00611
30,390,2.52205,2.66229,0.0260475
30,393,0.343576,2.47187,1.00833
30,394,2.08275,2.34223,0.0750174
30,396,0.227083,4.91774,3.86847
30,400,0.226389,1.73415,0.370284
30,406,0.0579282,2.0,0.0321238
30,407,9.35428,17.7794,9.77516
30,408,0.4636,4.474,6.77019
30,409,0.0623264,1.0,0.114265
30,410,0.120775,2.0,0.00383102
30,420,0.0555556,2.0,0.00722222
30,428,22.559,11.6461,13.3709
30,431,0.172222,1.7,0.0122222
30,446,48.488,3.85167,0.328131
30,448,0.504745,2.09252,0.250978
30,450,0.533044,1.8796,0.0199595
30,451,0.744329,3.72931,0.0148032
30,455,0.280208,2.0,0.0391377
30,457,0.180208,1.96243,0.0198322
30,462,24.0095,4.47758,1.15534
30,465,0.0541667,2.0,0.181458
30,466,2.48843,2.84099,0.0622859
30,475,8.70168,2.42992,0.540706
30,480,8.22054,3.36001,5.71587
30,483,4.4511,3.24141,0.319902
30,484,0.182581,2.0,0.456453
30,487,8.49977,2.56689,3.19597
30,490,0.124653,1.0,0.0
30,494,7.07124,4.35566,5.31323
30,495,21.2008,2.3522,7.50821
30,498,9.83356,4.4468,6.95455
30,499,0.0555556,8.0,5.55556
30,501,0.0555556,2.0,1.70944
30,509,0.401215,2.26417,0.124063
30,514,0.354051,1.1643,0.00207755
30,515,0.0579282,2.0,0.00842593
30,518,0.120081,5.5,0.00240162
30,519,0.0480324,8.0,0.00480324
30,520,0.631944,1.46472,0.00114005
30,524,0.183275,2.0,0.0693287
30,526,0.0480324,2.0,0.0
30,530,0.0480324,2.0,0.0
30,531,0.164699,1.29164,0.0
30,533,9.88478,2.86167,6.34659
30,539,0.914699,3.42123,3.79879
30,540,0.333912,5.89289,0.295156
30,541,6.69057,3.23308,8.01269
30,542,2.22025,4.59022,0.398339
30,543,19.8403,2.33383,0.663727
30,544,2.67135,7.94347,4.4821
30,545,8.68079,10.7788,8.8635
30,546,19.9047,3.29748,0.258536
30,549,0.0480324,2.0,0.00240162
30,550,0.0555556,2.0,0.00111111
30,555,0.0623264,3.0,20.7755
30,557,0.12037,2.0,0.0012037
30,569,0.0555556,1.0,1.01
30,570,9.25139,3.07494,2.93094
30,571,5.19676,2.19696,0.351603
30,574,7.59375,2.96111,1.63142
30,576,0.116898,1.5,0.00409144
30,582,2.16181,3.21505,0.0191667
30,584,0.0631944,3.0,0.0
30,585,0.0623264,1.0,0.0
30,586,0.124653,2.0,0.00415509
30,589,13.7769,2.47744,0.909392
30,604,0.0631944,1.0,0.0
30,607,1.79253,2.23947,0.0458507
30,618,0.0541667,1.0,0.00270833
30,621,0.294329,1.40798,0.00240162
30,631,5.37714,2.60101,0.0155208
30,632,9.95694,4.39799,0.1461
30,633,1.03819,3.4,0.157986
30,636,0.173958,2.0,0.0059375
30,639,0.11875,4.27485,0.005
30,646,0.528646,2.49201,0.802934
30,649,0.624363,1.99848,0.0150174
30,652,3.18808,2.9414,9.97944
30,654,1.74369,1.93602,0.0214873
30,659,0.216551,2.23346,0.0228588
30,669,0.516493,3.76695,0.0660532
30,675,13.8405,3.85636,0.467407
30,684,0.0623264,1.0,0.0
30,692,0.522222,1.9,0.0527778
30,699,0.412731,6.41879,0.17901
30,700,1.4011,6.54685,0.240804
30,701,13.3653,2.89421,6.47894
30,703,5.26516,4.02954,16.9856
30,704,0.0579282,2.0,0.00421296
30,706,20.651,2.45801,2.58324
30,708,8.74855,2.8329,1.33422
30,710,0.467361,2.14978,6.10417
30,715,0.573669,1.48849,0.0343287
30,717,1.80602,2.25745,1.16073
30,720,0.34456,2.20316,3.20837
30,721,4.80064,5.84211,5.35719
30,725,1.39068,1.75054,0.0200174
30,726,0.0541667,3.0,0.00361111
30,727,0.178299,2.0,0.00571759
30,730,0.124653,2.0,0.143351
30,742,3.76753,3.87355,5.40046
30,743,4.69369,3.37764,4.55486
30,744,2.21088,2.77246,5.045
30,745,3.24965,2.14685,0.207436
30,751,1.57199,2.15095,4.99986
30,755,1.22882,3.15059,0.98636
30,756,10.4663,3.34871,0.0683275
30,758,0.119387,2.0,3.22703
30,763,0.238194,1.50413,0.00292824
30,772,0.0579282,2.0,0.00105324
30,779,6.37575,4.52935,5.38293
30,780,0.11059,1.5,0.00157986
30,782,0.0555556,2.0,0.00222222
30,784,0.303356,2.0,0.00240162
30,785,0.0555556,1.0,0.000555556
30,789,0.0631944,2.0,0.214861
30,790,0.871528,1.94227,0.13526
30,791,0.0555556,3.0,2.48778
30,792,0.587616,3.05635,0.992922
30,794,37.0469,4.81582,2.60964
30,795,5.28715,3.68307,0.344682
30,796,9.04242,3.24436,1.16964
30,799,6.84769,3.79713,0.427726
30,801,0.166204,4.0,0.845561
30,803,0.160648,2.29899,3.9285
30,805,0.743924,2.31588,0.288241
30,806,2.07894,2.19644,1.7355
30,807,0.168113,2.3,0.00960648
30,812,0.109722,1.49367,0.00527778
30,813,0.117245,1.51333,0.000167824
30,814,11.6844,3.85988,2.2558
30,822,8.27674,18.0407,5.55771
30,823,0.0555556,2.0,0.00111111
30,829,1.32998,5.42043,3.01405
30,830,0.0480324,2.0,0.0
30,832,0.0480324,1.0,0.0
30,835,0.174248,2.31086,0.140932
30,839,0.0555556,1.0,0.0277778
30,840,25.5998,2.84372,2.74306
30,841,0.0480324,3.0,0.00720486
30,842,2.2555,3.06896,2.22942
30,843,0.521586,2.32806,0.0462616
30,845,0.513773,3.22257,1.04929
30,847,0.299074,4.89067,0.140793
30,859,0.0623264,2.0,0.00207755
30,863,0.0579282,2.0,1.20701
30,868,0.124653,1.5,0.00207755
30,872,0.347743,1.49269,0.0362326
30,876,0.288889,6.8,0.0272222
30,877,0.288889,1.6,0.00777778
30,894,0.172222,1.7,0.00722222
30,896,0.294329,1.81597,0.0453414
30,897,2.4375,2.08565,0.281933
30,911,5.55434,6.66395,5.0789
30,914,7.41007,4.01023,6.14851
30,915,12.2251,3.41111,4.05033
30,916,14.0506,4.21302,3.07204
30,922,0.124653,2.0,0.00831019
30,930,0.125521,5.02075,0.00157986
30,932,0.511516,2.29387,0.0458796
30,933,3.97708,2.44274,0.00958912
30,937,0.0623264,2.0,0.263848
30,938,0.226389,1.53252,0.00423611
30,943,0.0631944,1.0,0.0
30,945,3.84213,3.30745,0.557778
30,946,6.76586,2.79544,0.0491435
30,947,1.22703,2.0481,0.105966
30,952,52.8904,3.71753,0.962824
30,955,0.114005,2.0,0.0102604
30,956,0.0631944,3.0,0.00473958
30,958,1.72801,2.94849,0.0127951
30,959,12.0994,2.85691,0.0361516
30,967,12.1703,3.14049,0.347419
30,968,59.8181,3.67043,1.58902
30,970,60.4163,3.39114,4.23481
30,972,9.71887,3.72745,0.189809
30,973,20.6617,2.85148,1.24419
30,976,0.346412,2.1521,0.0873843
30,977,39.596,3.1942,2.44105
30,982,0.0584491,1.0,0.00292245
30,1005,0.0480324,2.0,0.00960648
30,1006,5.10284,3.27426,0.0792014
30,1007,0.103588,1.46369,0.0530671
30,1008,0.0480324,2.0,0.0
30,1010,0.221759,4.50731,0.011522
30,1017,0.116667,7.5,0.00833333
30,1020,0.117361,1.0,0.000902778
30,1022,0.0601852,3.0,0.0012037
30,1023,0.124653,1.5,0.00831019
30,1029,0.124653,2.0,0.00207755
30,1037,1.22378,1.47815,0.0
30,1040,0.29213,2.92769,0.003125
30,1042,3.70394,3.86419,6.01913
30,1056,17.4667,2.90404,0.101476
30,1057,0.345891,1.8393,0.0612269
30,1058,1.96927,1.67941,0.0467593
30,1061,12.2668,3.81283,7.68049
30,1062,0.109722,1.98734,0.025625
30,1065,0.0555556,1.0,0.158889
30,1066,0.806192,2.10387,0.0239757
30,1067,0.398032,2.17587,0.0162905
30,1076,1.74543,3.65325,0.330828
30,1078,0.852083,2.41392,0.0903241
30,1089,0.704456,2.62414,0.00178819
30,1091,0.121644,2.0,0.00333333
30,1093,1.49745,2.3199,0.0135532
30,1094,28.1275,4.44564,0.508588
30,1095,0.117882,1.47128,0.0915741
30,1097,0.238657,1.47769,0.0286285
30,1098,5.43663,2.11144,0.246082
30,1101,8.76042,2.06883,0.161354
30,1109,0.465741,4.91014,0.882338
30,1112,1.28154,1.87352,0.0438657
30,1116,0.0555556,1.0,0.0
30,1118,0.0601852,1.0,0.00361111
30,1119,0.169676,1.65553,0.0
30,1121,0.233275,2.24833,0.0140914
30,1133,0.114005,1.97462,0.000555556
30,1136,0.0555556,8.0,0.01
30,1139,0.116493,1.53502,0.0357639
30,1140,0.158623,1.69719,0.00315972
30,1146,0.2875,2.43188,0.050625
30,1147,0.0555556,1.0,0.00388889
30,1148,3.69884,3.10972,7.17512
30,1156,0.0623264,3.0,0.0
30,1163,22.9747,6.89506,4.63549
30,1164,0.0480324,3.0,0.019213
30,1167,0.0579282,2.0,0.0242245
30,1170,0.108218,1.44385,0.010816
30,1173,0.103588,1.53631,0.00573495
30,1175,0.288889,3.4,0.0117361
30,1176,0.117361,1.5,0.040625
30,1179,0.116667,2.0,0.283889
30,1185,0.0555556,2.0,0.00555556
30,1188,0.118634,1.0,0.00770255
30,1190,1.50081,2.42905,0.0802894
30,1191,0.225579,1.97281,0.0445023
30,1192,38.1908,2.90059,2.69601
30,1195,1.27598,6.48314,6.81503
30,1196,0.975405,27.2616,15.9934
30,1197,10.3069,9.16476,12.3184
30,1198,2.49907,2.57285,4.26722
30,1203,0.35,2.7,5.55556
30,1206,1.15417,2.57184,0.715069
30,1207,12.8325,3.26276,3.23708
30,1208,0.0631944,1.0,0.00473958
30,1211,6.25098,2.29309,0.675828
30,1215,0.0623264,3.0,0.00207755
30,1218,0.171933,3.59879,0.00333333
30,1219,9.38189,4.95177,5.25837
30,1224,20.191,2.63078,2.63156
30,1225,23.7391,2.77719,2.6769
30,1227,0.180266,1.33387,0.0
30,1234,33.6802,3.61857,5.74349
30,1235,0.0480324,3.0,0.0144097
30,1237,2.37894,2.26624,0.834653
30,1242,0.0555556,3.0,5.55556
30,1243,8.86655,3.21456,9.15992
30,1245,6.52778,2.41197,0.311649
30,1246,0.0584491,2.0,0.00409144
30,1247,0.0579282,1.0,0.00105324
30,1248,0.336227,2.2,0.0360243
30,1250,65.3214,5.49554,1.9763
30,1252,0.0541667,2.0,0.00361111
30,1254,0.0601852,3.0,0.00722222
30,1259,1.77772,2.49984,0.0462095
30,1260,1.33079,2.20579,0.046059
30,1268,6.55127,3.8916,1.04207
30,1281,14.2878,4.84547,12.4245
30,1296,0.109722,2.0,0.0144444
30,1298,0.46169,1.86312,0.0615509
30,1299,2.19693,1.61776,0.044213
30,1301,0.182407,13.8496,0.9961
30,1305,1.13571,3.19449,0.0236806
30,1306,11.3992,2.09863,0.0638947
30,1312,0.0555556,2.0,0.00111111
30,1316,6.94832,4.34822,0.368889
30,1321,8.33808,2.24344,0.0165162
30,1322,8.15272,2.63512,0.530828
30,1334,0.0541667,4.0,1.07792
30,1335,1.50775,2.65794,4.98726
30,1336,0.942419,2.66601,0.970671
30,1337,0.227894,2.49365,3.1833
30,1345,9.89959,3.47024,6.99593
30,1347,23.6052,2.73344,1.24592
30,1350,0.411111,2.60137,0.0608623
30,1351,0.0601852,2.0,0.00240741
30,1352,10.0065,4.88798,1.6965
30,1355,0.0480324,2.0,0.0
30,1356,1.27355,6.49892,18.1391
30,1357,0.0579282,3.0,0.121649
30,1358,22.285,7.64445,11.5245
30,1359,3.64902,4.0014,8.74021
30,1360,0.117361,2.0,9.02778
30,1363,0.528935,1.90919,0.157338
30,1365,2.42234,3.96034,5.37922
30,1368,25.8638,3.09164,1.77261
30,1369,1.48993,2.03657,0.0502546
30,1370,20.8799,3.32237,1.53197
30,1372,0.935301,7.40286,2.43784
30,1373,0.45816,2.98177,0.21772
30,1375,2.26771,2.7875,1.02694
30,1378,51.8435,4.14365,5.23572
30,1380,0.120081,1.0,0.00240162
30,1382,0.0480324,2.0,0.00240162
30,1390,2.82373,2.43443,0.456464
30,1393,0.117361,1.46154,0.0652257
30,1403,0.0541667,2.0,0.833264
30,1459,0.352951,5.49246,4.39975
30,1472,0.171528,2.7,0.00993056
30,1496,0.877025,3.34831,4.97193
30,1500,0.105093,7.97247,0.0857986
30,1544,0.278704,2.18096,0.0
30,1545,0.111227,2.0,0.00398148
30,1634,0.771296,3.40413,0.00473958
30,1642,0.589005,3.33425,0.346314
30,1650,0.173785,1.3,15.7986
30,1652,0.0631944,3.0,15.7986
30,1658,0.589525,3.97854,2.75734
30,1659,0.35,1.8,4.10667
30,1673,0.0480324,2.0,24.0162
30,1681,0.0555556,3.0,5.55556
30,1704,0.0584491,2.0,0.180023
30,1712,0.0541667,2.0,9.02778
30,1727,0.0541667,2.0,0.210347
30,1728,0.120081,11.5,8.1463
30,1733,0.297975,1.40823,0.163374
30,1751,0.0541667,2.0,9.02778
30,1759,0.0601852,3.0,1.13509
30,1762,0.235012,1.99261,0.0902662
30,1766,0.574074,3.4192,0.0181134
30,1800,2.38912,33.4493,3.17043
30,1801,4.09832,23.1425,7.96099
30,1802,0.411748,1.86142,0.320781
30,1803,0.761285,14.5952,9.7128
30,1804,0.174421,2.31055,2.85941
30,1807,0.170775,5.88546,11.9653
30,1810,0.399074,21.6592,13.2088
30,1811,1.36846,42.8122,3.56596
30,1814,0.0555556,1.0,0.248889
30,1818,0.468113,7.79157,14.5894
30,1819,0.0623264,8.0,8.04218
30,1820,0.174248,9.8914,20.7652
30,1822,0.118634,20.2439,6.08021
30,1824,0.279109,12.6868,12.2187
30,1827,0.292998,1.9838,2.5707
30,1830,15.8586,55.6046,5.50321
30,1832,0.23941,10.789,5.71508
30,1833,0.0579282,1.0,0.0547685
30,1839,1.90978,35.387,2.88746
30,1840,0.0623264,68.0,20.7755
30,1876,0.120081,1.5,0.00240162
30,1877,0.0584491,1.0,0.00175347
30,1917,7.41563,3.35901,2.47072
30,1921,0.742303,4.79933,0.00240162
30,1934,0.0480324,2.0,0.0216146
30,1960,3.93594,4.06863,1.40819
30,2009,0.12037,5.0,0.0938889
30,2109,0.0579282,2.0,1.17015
30,2214,0.183102,1.65961,0.952344
30,2238,0.0601852,2.0,0.00240741
30,2268,3.54103,10.4834,7.26608
30,2290,0.221759,1.47537,0.00374421
30,2293,0.187847,9.32717,19.0445
30,2308,6.84051,3.28678,4.67193
30,2313,3.11985,29.5978,14.3956
30,2319,1.9066,4.20288,0.770648
30,2320,18.5388,2.41218,0.452367
30,2323,19.0391,4.23244,4.33579
30,2324,13.9457,3.1169,0.970122
30,2335,0.402315,30.1953,4.82679
30,2337,2.07494,2.10433,0.0247512
30,2366,0.115741,29.84,1.28231
30,2369,0.120775,18.0,9.29088
30,2385,0.971123,2.14987,0.0876215
30,2387,0.171528,2.7,0.229306
30,2402,0.0623264,1.0,0.0
30,2430,22.9059,2.3209,0.180122
30,2515,0.0623264,2.0,0.00831019
30,2519,0.120775,2.0,0.1411
30,2525,0.0623264,2.0,0.112188
30,2526,0.689699,2.08726,7.2705
30,2528,0.117882,2.0,0.660139
30,2545,0.124653,20.5,0.579635
30,2547,0.577836,2.08988,0.0992708
30,2555,0.512616,4.26749,0.848571
30,2561,0.0601852,2.0,0.0012037
30,2567,0.99103,2.30079,0.00324653
30,2574,1.40197,5.25158,0.299392
30,2577,2.08941,4.5739,0.295
30,2578,0.121644,2.0,0.160301
30,2580,1.02645,1.97651,0.174699
30,2582,0.0623264,4.0,0.068559
30,2586,0.12338,8.60976,0.0590567
30,2595,0.24103,3.44202,2.6181
30,2601,0.0555556,2.0,0.766111
30,2607,1.17228,3.39988,1.11133
30,2608,0.245775,5.77113,5.06684
30,2612,0.4125,2.0,14.7326
30,2642,1.27216,6.4972,0.0574595
30,2694,0.183565,2.32787,1.75319
30,2719,0.0541667,18.0,9.02778
30,2728,0.0579282,3.0,0.00210648
30,2729,0.125521,2.0,0.0
30,2753,0.517303,4.37472,0.600284
30,2802,0.359201,3.81408,0.32849
30,2818,0.0480324,38.0,2.79068
30,2859,0.0555556,2.0,5.55556
30,2861,1.15179,2.08478,4.23066
30,2872,0.0631944,2.0,0.0347569
30,2912,0.342361,24.6166,1.58569
30,2920,0.0601852,38.0,0.0144444
30,2938,0.0601852,2.0,0.955741
30,2970,0.0631944,2.0,0.0521354
30,2976,0.0623264,3.0,0.0
30,3064,0.0631944,3.0,0.0426563
30,3153,0.121644,2.0,1.11579
30,3214,0.0555556,3.0,1.28222
30,3229,0.288194,6.4,0.309809
30,3403,0.175289,2.0,0.0646238
30,3460,0.0541667,2.0,0.112847
30,3462,0.0601852,2.0,12.037
30,3471,0.403935,3.7765,1.44322
30,3474,0.0631944,3.0,15.7986
30,4197,0.0579282,2.0,0.654589
30,4639,0.0623264,3.0,20.7755
30,5008,0.181829,16.0013,12.0216
30,5028,0.116667,5.0,5.55556
30,5041,0.0623264,2.0,20.7755
30,5102,0.11059,8.0,15.7986
30,5105,0.0631944,1.0,15.7986
30,5141,0.177083,14.6993,7.4369
30,5176,0.51956,14.4994,13.4334
30,5220,0.0584491,2.0,5.84491
30,5221,0.0555556,2.0,1.00111
30,5244,0.0480324,60.0,24.0162
30,6001,0.0555556,3.0,0.580556
30,6003,0.0480324,2.0,5.65101
30,6013,0.408275,2.6,0.08886
30,6016,0.336227,4.2,3.03805
30,6024,0.0623264,2.0,20.7755
30,6043,2.02355,5.41099,6.67623
30,6050,0.171528,2.0,6.12625
30,6066,0.0579282,2.0,0.176418
30,6077,0.0579282,1.0,0.00052662
30,6084,0.168403,2.71478,0.0685764
30,6086,0.241725,3.18937,0.958362
30,6097,0.0623264,2.0,0.00207755
30,6101,0.0555556,3.0,0.113333
30,6103,0.0631944,1.0,0.0868924
30,6117,0.245602,1.74623,0.892182
30,6124,0.166782,4.60652,2.4948
30,6132,0.0584491,1.0,0.0350694
30,6141,0.0623264,2.0,1.52076
30,6146,0.0623264,2.0,20.7755
30,6153,0.0555556,8.0,0.172778
30,6154,0.294792,2.0,4.40147
30,6181,0.0631944,2.0,0.0379167
30,6192,2.26314,1.61767,0.428519
30,6195,0.0631944,18.0,15.7986
30,6200,0.51088,2.11282,1.60002
30,6207,0.0541667,2.0,0.481181
30,6208,0.0480324,2.0,0.0264178
30,6214,0.0480324,2.0,24.0162
30,6220,0.16765,5.80083,3.84382
30,6223,0.996817,2.65774,0.581256
30,6224,0.12037,25.5,12.037
30,6229,0.345891,1.64514,1.63924
30,6234,0.166204,1.7,0.307477
30,6258,0.0480324,2.0,0.641233
30,6261,0.110359,2.0,22.0718
30,6268,0.0480324,2.0,0.129688
30,6269,0.0480324,2.0,0.1489
30,6284,0.111227,2.0,0.411539
30,6290,0.35,1.8,5.55556
30,6294,0.0480324,1.0,2.6682
30,6301,0.0555556,2.0,5.55556
30,6309,0.0623264,1.0,0.309554
30,6313,0.120081,9.5,0.141696
30,6328,0.182697,1.34115,3.06279
30,6330,1.02992,2.18857,1.13709
30,6335,0.0601852,1.0,0.151667
30,6352,0.454688,2.34368,0.26456
30,6385,0.0584491,1.0,5.84491
30,6387,0.360127,2.17307,3.89369
30,6414,0.110359,2.43524,0.00895833
30,6417,1.0228,2.04019,1.5665
30,6420,0.115856,1.0,0.00210648
30,6423,0.0584491,1.0,0.133264
30,6426,0.0480324,2.0,0.100868
30,6435,0.0480324,2.0,0.0120081
30,6442,0.120081,2.5,0.0432292
30,6446,0.0555556,3.0,0.742222
30,6450,0.0584491,1.0,0.00993634
30,6452,0.289294,3.15223,0.00342593
30,6454,3.21887,7.37262,4.67672
30,6456,0.102199,2.46999,0.567066
30,6459,0.0480324,2.0,0.00240162
30,6477,0.120081,8.0,4.95214
30,6487,0.0601852,3.0,12.037
30,6488,0.0555556,3.0,5.55556
30,6491,0.0623264,2.0,0.531852
30,6498,0.293287,2.20008,0.554468
30,6532,0.47662,4.80737,2.26225
30,6541,0.0570602,2.0,0.00218171
30,6547,0.41088,2.14648,3.18456
30,6549,0.114005,2.51269,0.75625
30,6551,0.4114,1.71326,0.0812095
30,6553,0.870486,2.19357,2.02542
30,6556,0.114352,7.21053,0.271736
30,6597,0.0541667,2.0,9.02778
30,6601,0.183275,2.0,1.01838
30,6604,0.0623264,8.0,20.7755
30,6676,0.116667,2.5,3.15333
30,6717,0.223958,21.9432,15.553
30A,1,0.7888,1.0,0.01624
30A,4,24.7944,2.0,0.22896
30A,12,41.6256,3.9,37.0714
30A,15,7.2072,4.41146,39.6863
30A,17,1.6128,7.5,0.75264
30A,18,39.9768,5.95974,0.1852
30A,19,3.2256,7.0,0.03072
30A,29,1.6128,2.5,0.04608
30A,41,66.3688,7.56626,36.722
30A,42,0.768,2.0,0.00768
30A,47,0.768,2.0,0.82944
30A,52,43.9824,3.87625,25.267
30A,62,2.3808,2.7,2.04288
30A,63,2.3808,2.0,11.8118
30A,73,20.8216,3.1508,1.118
30A,74,22.4136,2.96429,5.66328
30A,75,3.9936,2.4,2.32704
30A,89,40.7776,4.00428,2.96328
30A,96,1.6128,5.5,0.02304
30A,101,0.768,2.0,0.01536
30A,121,6.4272,5.15056,0.26584
30A,123,40.7944,3.18239,7.1764
30A,126,15.9952,2.0,13.8633
30A,140,0.7888,1.0,0.00232
30A,152,0.768,1.0,0.0768
30A,164,1.6128,2.0,7.1424
30A,165,1.6128,1.5,0.0768
