code_sbb,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,code_vvn_1998,code_veldgids_2015,sbb_in_rvvn,kov_codes,kov_verbonden,vvbh,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
20-d,2011,2018,,,,ja,,,,RG Gaspeldoorn-[Klasse der droge heiden],RG Ulex europaeus-[Calluno-Ulicetea],RG Ulex europaeus-[Calluno-Ulicetea],2018 vervalt,te breed gedefineerde gemeenschap,,
20/a,1998,2011,,,,ja,,,,,,,"wijziging in 2011; naam vervalt, wordt vervangen door 20-d",,,
20-c,1998,2018,,,,ja,,,3,RG Brem-[Klasse der droge heiden],RG Cytisus scoparius-[Calluno-Ulicetea],RG Cytisus scoparius-[Calluno-Ulicetea],2018 vervalt,te breed gedefineerde gemeenschap,,
20/c,2018,,r20DG01,,20DG01,ja,,,,,,,2018 nieuw,,,
22,1998,,r23,,,ja,,,,KLASSE DER VLOEDMERK-GEMEENSCHAPPEN,Cakiletea maritimae,Cakiletea maritimae,,,,
22A,1998,,r23Aa,22Aa,,ja,,,,Strandmelde-verbond,Atriplicion littoralis,Atriplicion littoralis,,,,
22A1,1998,,r23Aa01,22Aa01,,ja,,,,Strandmelde-associatie,Atriplicetum littoralis,Atriplicetum littoralis,,,,
22A1a,1998,,r23Aa01a,22Aa01a,,ja,,,3,"Strandmelde-associatie, typische subassociatie",Atriplicetum littoralis typicum,Atriplicetum littoralis typicum,,,,
22A1b,1998,,r23Aa01b,22Aa01b,,ja,,,3,"Strandmelde-associatie, subassoc. v Akkerdistel",Atriplicetum littoralis cirsietosum,Atriplicetum littoralis cirsietosum,,,,
22B,1998,,r23Ab,22Ab,,ja,,,,Loogkruid-verbond,Salsolo-Honckenyion peploides,Salsolo-Honckenyion peploides,,,,
22B1,1998,,r23Ab01,22Ab01,,ja,,,,Associatie van Loogkruid en Zeeraket,Salsolo-Cakiletum maritimae,Salsolo-Cakiletum maritimae,,,,
22B1a,1998,,r23Ab01a,22Ab01a,,ja,,,1,"Assoc. v Loogkruid en Zeeraket, typische subass.",Salsolo-Cakiletum maritimae typicum,Salsolo-Cakiletum maritimae typicum,,,,
22B1b,1998,,r23Ab01b,22Ab01b,,ja,,,1,"Ass. Loogkruid en Zeeraket, subass. Gelob. melde",Salsolo-Cakiletum atriplicetosum laciniatae,Salsolo-Cakiletum atriplicetosum laciniatae,,,,
22-a,1998,,r23RG01,22RG01,22RG01,ja,,,3,RG Zeeraket-[Klasse d vloedmerk-gemeenschappen],RG Cakile maritima-[Cakiletea maritimae],RG Cakile maritima-[Cakiletea maritimae],,,,
22-b,2018,,r24RG03,,23RG03,ja,,,,,,,2018 nieuw,Voorheen doorgaans opgevat als VVN 23Ab01,,
23,1998,,r24,,,ja,,,,HELM-KLASSE,Ammophiletea,Ammophiletea,,,,
23A,1998,,r24Aa,23Aa,,ja,,,,Biestarwegras-verbond,Agropyro-Honkenyion peploidis,Agropyro-Honckenyion peploidis,,,,
23A1,1998,,r24Aa01,23Aa01,,ja,,,1,Biestarwegras-associatie,Honckenyo-Agropyretum juncei,Honckenyo-Agropyretum juncei,,,,
23B,1998,,r24Ab,23Ab,,ja,,,,Helm-verbond,Ammophilion arenariae,Ammophilion arenariae,,,,
23B1,1998,,r24Ab01,23Ab01,,ja,,,,Associatie van Helm en Zandhaver,Elymo-Ammophiletum,Elymo-Ammophiletum,,,,
23B1a,1998,,r24Ab01a,23Ab01a,,ja,,,1,"Associatie v Helm en Zandhaver, typische subass.",Elymo-Ammophiletum typicum,Elymo-Ammophiletum typicum,,,,
23B1b,1998,,r24Ab01b,23Ab01b,,ja,,,1,"Associatie v Helm en Zandhaver, sub Duinzwenkgr.",Elymo-Ammophiletum festucetosum,Elymo-Ammophiletum festucetosum,,,,
23B1c,1998,,r24Ab01a,23Ab01a,,ja,,,1,"Associatie v Helm en Zandhaver, srt.arme subass.",Elymo-Ammophiletum inops,Elymo-Ammophiletum inops,,,,
22B-a,1998,2005,r24RG01,22RG02,23RG01,ja,"22B-a,23-b",23-b,1,RG Zeepostelein-[Loogkruid-verbond/Helm-klasse],RG Honckenya pepl-[Sals-Honckenyion/Ammophiletea],RG Honckenya peploides-[Salsolo-Honckenyion peploides/Ammophiletea],wijziging in 2011; naam vervalt en is vervangen door naam van 23-b,,,
23-b,2005,,r24RG01,22RG02,,ja,"22B-a,23-b",22B-a,1,RG Zeepostelein-[Loogkruid-verbond/Helm-klasse],RG Honckenya pepl-[Sals-Honckenyion/Ammophiletea],RG Honckenya peploides-[Salsolo-Honckenyion peploides/Ammophiletea],,,,
23-a,1998,,r24RG02,23RG01,23RG02,ja,"14-i,23-a",14-i,3,RG Helm-Zandzegge-[Kl.drog.grasl.zand/Helm-kl.],RG Ammophila aren-Carex arenar-[Koel-Cor/Ammoph],RG Ammophila arenaria-Carex arenaria-[Koelerio-Corynephoretea/Ammophiletea],,,,
23-c,2018,,r24RG03,,23RG03,ja,,,,,,,2018 nieuw,Voorheen doorgaans opgevat als VVN 23Ab01,,
24,1998,,r25,,,ja,,,,SLIJKGRAS-KLASSE,Spartinetea,Spartinetea,,,,
24A,1998,,r25Aa,24Aa,,ja,,,,Slijkgras-verbond,Spartinion,Spartinion,,,,
24A1,1998,,r25Aa01,24Aa01,,ja,,,1,Associatie van Klein slijkgras,Spartinetum maritimae,Spartinetum maritimae,,,,
24A2,1998,,r25Aa02,24Aa02,,ja,,,3,Associatie van Engels slijkgras,Spartinetum townsendii,Spartinetum townsendii,,,,
25,1998,,r26,,,ja,,,,ZEEKRAAL-KLASSE,Thero-Salicornietea,Thero-Salicornietea,,,,
25A,1998,,r26Aa,25Aa,,ja,,,,Zeekraal-verbond,Thero-Salicornion,Thero-Salicornion,,,,
25A1,1998,,r26Aa01,25Aa01,,ja,,,1,Associatie van Langarige zeekraal,Salicornietum dolichostachyae,Salicornietum dolichostachyae,,,,
25A2,1998,,r26Aa02,25Aa02,,ja,,,1,Associatie van Kortarige zeekraal,Salicornietum brachystachyae,Salicornietum brachystachyae,,,,
25A3,2018,,r26Aa03,,,ja,,,,,,,2018 nieuw,Voorheen opgevat als VVN 25Aa01,,
25A-a,1998,,r26Aa04,25Aa03,,ja,"25A-a,26A-c",26A-c,1,RG Schorrekruid-[Zeekraal-vb/Vb.Gew.kweldergras],RG Suaeda maritima-[Th-Salicornion/Puccinellion],RG Suaeda maritima-[Thero-Salicornion/Puccinellion maritimae],,,,
26,1998,,r27,,,ja,,,,ZEEASTER-KLASSE,Asteretea tripolii,Asteretea tripolii,,,,
26A,1998,,r27Aa,26Aa,,ja,,,,Verbond van Gewoon kweldergras,Puccinellion maritimae,Puccinellion maritimae,,,,
26A1,1998,,r27Aa01,26Aa01,,ja,,,,Associatie van Gewoon kweldergras,Puccinellietum maritimae,Puccinellietum maritimae,,,,
26A1a,1998,,r27Aa01a,26Aa01a,,ja,,,1,"Associatie v Gewoon kweldgras, typische subass.",Puccinellietum maritimae typicum,Puccinellietum maritimae typicum,,,,
26A1b,1998,,r27Aa01b,26Aa01b,,ja,,,1,"Assoc. v Gewoon kweldgras, subass. v Dunstaart",Puccinellietum maritimae parapholidetosum,Puccinellietum maritimae parapholidetosum,,,,
26A2,1998,,r27Aa02,26Aa02,,ja,,,1,Associatie van Lamsoor en Zeeweegbree,Plantagini-Limonietum,Plantagini-Limonietum,,,,
26A3,1998,,r27Aa03,26Aa03,,ja,,,1,Associatie van Gewone zoutmelde,Halimionetum portulacoides,Halimionetum portulacoides,,,,
26A-a,1998,,r27Aa01c,26Aa01c,,ja,,,3,RG Fiorin-Gewoon kweldgras-[Vb. Gew. kweldgras],RG Agrostis stol.-Puccinellia mar-[Puccinellion],RG Agrostis stolonifera-Puccinellia maritima-[Puccinellion maritimae],,,,
26A-b,1998,,r27RG01,26RG04,26RG01,ja,,,3,RG Zulte-[Verbond van Gewoon kweldergras],RG Aster tripolium-[Puccinellion maritimae],RG Aster tripolium-[Puccinellion maritimae],,,,
26A-c,1998,,r27Aa01a,26Aa01a,,ja,"25A-a,26A-c",25A-a,1,RG Schorrekruid-[Zeekraal-vb/Vb.Gew.kweldergras],RG Suaeda maritima-[Th-Salicornion/Puccinellion],RG Suaeda maritima-[Thero-Salicornion/Puccinellion maritimae],,SBB-type betreft voor een deel Puccinellietum,,
26B,1998,,r27Ab,26Ab,,ja,,,,Verbond van Stomp kweldergras,Puccinellio-Spergularion salinae,Puccinellio-Spergularion salinae,,,,
26B1,1998,,r27Ab01,26Ab01,,ja,,,,Associatie van Stomp kweldergras,Puccinellietum distantis,Puccinellietum distantis,,,,
26B1a,1998,,r27Ab01a,26Ab01a,,ja,,,1,"Associatie v Stomp kweldgras, typische subass.",Puccinellietum distantis typicum,Puccinellietum distantis typicum,,,,
26B1b,1998,,r27Ab01b,26Ab01b,,ja,,,1,"Assoc. v Stomp kweldgras, subass. v Varkensgras",Puccinellietum distantis polygonetosum,Puccinellietum distantis polygonetosum,,,,
26B2,1998,,r27Ab02,26Ab02,,ja,,,1,Associatie van Blauw kweldergras,Puccinellietum fasciculatae,Puccinellietum fasciculatae,,,,
26B3,1998,,r27Ab03,26Ab03,,ja,,,1,Associatie van Bleek kweldergras,Puccinellietum capillaris,Puccinellietum capillaris,,,,
26B4,1998,,r27Ab04,26Ab04,,ja,,,1,Zeegerst-associatie,Parapholido strigosae-Hordeetum marini,Parapholido strigosae-Hordeetum marini,,,,
26C,1998,,r27Ac,26Ac,,ja,,,,Verbond van Engels gras,Armerion maritimae,Armerion maritimae,,,,
26C1,1998,,r27Ac01,26Ac01,,ja,,,,Associatie van Zilte rus,Juncetum gerardi,Juncetum gerardi,,,,
26C1a,1998,,r27Ac01a,26Ac01a,,ja,,,1,"Associatie van Zilte rus, typische subassociatie",Juncetum gerardi typicum,Juncetum gerardi typicum,,,,
26C1b,1998,,r27Ac01b,26Ac01b,,ja,,,1,"Ass. v Zilte rus, subass. v Vertakte leeuwetand",Juncetum gerardi leontodontetosum,Juncetum gerardi leontodontetosum,,,,
26C2,1998,,r27Ac03,26Ac03,,ja,,,1,Kwelderzegge-associatie,Junco-Caricetum extensae,Junco-Caricetum extensae,,,,
26C3,1998,,r27Ac04,26Ac04,,ja,,,1,Associatie van Rode bies,Blysmetum rufi,Blysmetum rufi,,,,
26C-a,1998,,r27Ac02,26Ac02,,ja,,,3,RG Engels gras-Rood zwenkgras-[Vb v Engels gras],RG Armeria maritima-Festuca rubra-[Armerion mar],RG Armeria maritima-Festuca rubra-[Armerion maritimae],,,,
26C-b,1998,,r27Ac02,26Ac02,,ja,,,3,RG Rood zwenkgras-[Verbond van Engels gras],RG Festuca rubra-[Armerion maritimae],RG Festuca rubra-[Armerion maritimae],,,,
26C-c,1998,,r27RG03,26RG02,27RG03,ja,,,3,RG Fiorin-Melkkruid-[Verbond van Engels gras],RG Agrostis stolonifera-Glaux mar.-[Armerion ma],RG Agrostis stolonifera-Glaux maritima-[Armerion maritimae],,,,
26-a,1998,,r27RG04,26RG03,27RG04,ja,,,1,RG Schorrezoutgras-[Zeeaster-klasse],RG Trichlochin maritima-[Asteretea tripolii],RG Trichlochin maritima-[Asteretea tripolii],,,,
26-b,1998,,r27RG02,26RG01,27RG02,ja,,,1,RG Heen-[Zeeaster-klasse],RG Scirpus maritimus-[Asteretea tripolii],RG Scirpus maritimus-[Asteretea tripolii],,,,
26-c,1998,,r27Ac05,26Ac05,,ja,,,1,RG Zeealsem-[Zeeaster-klasse],RG Artemisia maritima-[Asteretea tripolii],RG Artemisia maritima-[Asteretea tripolii],,,,
26-d,1998,,r27Ac06,26Ac06,,ja,,,3,RG Strandkweek-[Zeeaster-klasse],RG Elymus athericus-[Asteretea tripolii],RG Elymus athericus-[Asteretea tripolii],,,,
26-e,1998,,r27Ac07,26Ac07,,ja,,,3,RG Zeerus-Zilt torkruid-[Zeeaster-klasse],RG Oenanthe lach.-Juncus mar.-[Asteretea trip.],RG Oenanthe lachenalli-Juncus maritimus-[Asteretea tripolii],,,,
26-h,2011,,r27RG05,,27RG05,ja,,,3,,,,2018 nieuw,Voorheen wsl. opgevat als VVN 26Ab01,,
26-g,2018,,r27RG06,,27RG06,ja,,,,,,,2018 nieuw,Voorheen wsl. opgevat als VVN 26Aa02,,
26-f,2011,,r27RG07,,27RG07,ja,,,,,,,2018 nieuw in VvN,"Voorheen wsl. opgevat als VVN 26RG01, 08Bb04 of als niet-beschreven RG",,
26-i,2018,,r30RG06,,29RG06,ja,,,,,,,"2018 nieuw,  Waarom geen DG????",Voorheen waarschijnlijk als onbeschreven RG/DG opgevat,,
27,1998,,r28,,,ja,,,,ZEEVETMUUR-KLASSE,Saginetea maritimae,Saginetea maritimae,,,,
27A,1998,,r28Aa,27Aa,,ja,,,,Zeevetmuur-verbond,Saginion maritimae,Saginion maritimae,,,,
27A1,1998,,r28Aa01,27Aa01,,ja,,,1,Associatie van Zeevetmuur en Deens Lepelblad,Sagino maritimae-Cochlearietum danicae,Sagino maritimae-Cochlearietum danicae,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
27A1,1998,,r28Aa01a,27Aa01a,,ja,,,1,Associatie van Zeevetmuur en Deens Lepelblad,Sagino maritimae-Cochlearietum danicae,Sagino maritimae-Cochlearietum danicae,,,,
27A1,1998,,r28Aa01b,27Aa01b,,ja,,,1,Associatie van Zeevetmuur en Deens Lepelblad,Sagino maritimae-Cochlearietum danicae,Sagino maritimae-Cochlearietum danicae,,,,
27A2,1998,,r28Aa02,27Aa02,,ja,,,1,Ass. Strandduizendguldenkruid en Krielparnassia,Centaurio-Saginetum,Centaurio-Saginetum,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
27A2,1998,,r28Aa02a,27Aa02a,,ja,,,1,Ass. Strandduizendguldenkruid en Krielparnassia,Centaurio-Saginetum,Centaurio-Saginetum,,,,
27A2,1998,,r28Aa02b,27Aa02b,,ja,,,1,Ass. Strandduizendguldenkruid en Krielparnassia,Centaurio-Saginetum,Centaurio-Saginetum,,,,
27A2,1998,,r28Aa02c,27Aa02c,,ja,,,1,Ass. Strandduizendguldenkruid en Krielparnassia,Centaurio-Saginetum,Centaurio-Saginetum,,,,
28,1998,,r29,,,ja,,,,DWERGBIEZEN-KLASSE,Isoeto-Nanojuncetea,Isoeto-Nanojuncetea,,,,
28A,1998,,r29Aa,28Aa,,ja,,,,Dwergbiezen-verbond,Nanocyperion flavescentis,Nanocyperion flavescentis,,,,
28A1,1998,,r29Aa01,28Aa01,,ja,,,1,Draadgentiaan-associatie,Cicendietum filiformis,Cicendietum filiformis,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
28A1,1998,,r29Aa01a,28Aa01a,,ja,,,1,Draadgentiaan-associatie,Cicendietum filiformis,Cicendietum filiformis,,,,
28A1,1998,,r29Aa01b,28Aa01b,,ja,,,1,Draadgentiaan-associatie,Cicendietum filiformis,Cicendietum filiformis,,,,
28A2,1998,,r29Aa02,28Aa02,,ja,,,1,Associatie van Borstelbies en Moerasmuur,Isolepido-Stellarietum uliginosae,Isolepido-Stellarietum uliginosae,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
28A2,1998,,r29Aa02a,28Aa02a,,ja,,,1,Associatie van Borstelbies en Moerasmuur,Isolepido-Stellarietum uliginosae,Isolepido-Stellarietum uliginosae,,,,
28A2,1998,,r29Aa02b,28Aa02b,,ja,,,1,Associatie van Borstelbies en Moerasmuur,Isolepido-Stellarietum uliginosae,Isolepido-Stellarietum uliginosae,,,,
28A2,1998,,r29Aa02c,28Aa02c,,ja,,,1,Associatie van Borstelbies en Moerasmuur,Isolepido-Stellarietum uliginosae,Isolepido-Stellarietum uliginosae,,,,
28A2,1998,,r29Aa03,28Aa03,,ja,,,1,Associatie van Borstelbies en Moerasmuur,Isolepido-Stellarietum uliginosae,Isolepido-Stellarietum uliginosae,,,,
28A3,1998,,r29Aa04,28Aa04,,ja,,,1,Grondster-associatie,Digitario-Illecebretum,Digitario-Illecebretum,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
28A3,1998,,r29Aa04a,28Aa04a,,ja,,,1,Grondster-associatie,Digitario-Illecebretum,Digitario-Illecebretum,,,,
28A3,1998,,r29Aa04b,28Aa04b,,ja,,,1,Grondster-associatie,Digitario-Illecebretum,Digitario-Illecebretum,,,,
28A-a,2018,,r29RG01,,28RG01,ja,,,,,,,2018 nieuw,,,
28-a,1998,,r29RG02,28RG01,28RG02,ja,,,5,RG Greppelrus-Moerasdroogbloem-[Dwergbiezen-kl.],RG Juncus buf.-Gnaphalium ulig.[Isoeto-Nanojun.],RG Juncus bufonius-Gnaphalium uliginosum-[Isoeto-Nanojuncetea],,,,
28-b,2018,,r30RG07,,29RG07,ja,,,,,,,2018 nieuw,Voorheen wsl. als fragmentaire associatie VVN 29Aa01 opgevat,,
29,1998,,r30,,,ja,,,,TANDZAAD-KLASSE,Bidentetea tripartitae,Bidentetea tripartitae,,,,
29A,1998,,r30Aa,29Aa,,ja,,,,Tandzaad-verbond,Bidention tripartitae,Bidention tripartitae,,,,
29A1,1998,,r30Aa01,29Aa01,,ja,,,5,Associatie van Waterpeper en Tandzaad,Polygono-Bidentetum,Polygono-Bidentetum,,,,
29A2,1998,,r30Aa02,29Aa02,,ja,,,4,Associatie van Goudzuring en Moerasandijvie,Rumicetum maritimi,Rumicetum maritimi,,,,
29A2,1998,,r30Aa02a,29Aa02a,,ja,,,4,Associatie van Goudzuring en Moerasandijvie,Rumicetum maritimi,Rumicetum maritimi,,,,
29A2,1998,,r30Aa02b,29Aa02b,,ja,,,4,Associatie van Goudzuring en Moerasandijvie,Rumicetum maritimi,Rumicetum maritimi,,,,
29A3,1998,,r30Aa03,29Aa03,,ja,,,5,"Associatie v Ganzevoeten, Beklierde duizendknoop",Chenopodietum rubri,Chenopodietum rubri,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
29A3,1998,,r30Aa03a,29Aa03a,,ja,,,5,"Associatie v Ganzevoeten, Beklierde duizendknoop",Chenopodietum rubri,Chenopodietum rubri,,,,
29A3,1998,,r30Aa03b,29Aa03b,,ja,,,5,"Associatie v Ganzevoeten, Beklierde duizendknoop",Chenopodietum rubri,Chenopodietum rubri,,,,
29A3,1998,,r30Aa03c,29Aa03c,,ja,,,5,"Associatie v Ganzevoeten, Beklierde duizendknoop",Chenopodietum rubri,Chenopodietum rubri,,,,
29A4,1998,,r30Aa04,29Aa04,,ja,,,1,Slijkgroen-associatie,Eleocharito acicularis-Limoselletum,Eleocharito acicularis-Limoselletum,,,,
29-a,1998,,r30RG04,29RG01,29RG04,ja,,,5,RG Blaartrekkende boterbloem-[Tandzaad-klasse],RG Ranunculus sceleratus-[Bidentetea tripartit.],RG Ranunculus sceleratus-[Bidentetea tripartitae],,,,
29-b,1998,,r30RG05,29RG02,29RG05,ja,,,5,RG Watergras-[Tandzaad-klasse],RG Catabrosa aquatica-[Bidentetea tripartitae],RG Catabrosa aquatica-[Bidentetea tripartitae],,,,
29-c,1998,,r30Aa01,29Aa01,,ja,,,5,RG Waterpeper-[Tandzaad-klasse],RG Polygonum hydropiper-[Bidentetea tripartitae],RG Polygonum hydropiper-[Bidentetea tripartitae],,,,
29-d,2018,,r30RG02,,29RG02,ja,,,,,,,2018 nieuw,Voorheen wsl. als fragmentaire associatie VVN 29Aa01 opgevat,,
29-e,2018,,r30RG03,,29RG03,ja,,,,,,,2018 nieuw,Voorheen wsl. als fragmentaire associatie VVN 29Aa01 opgevat,,
29-f,2018,,r30RG06,,29RG06,ja,,,,,,,2018 nieuw,Voorheen waarschijnlijk als onbeschreven RG/DG opgevat,,
29-g,2018,,r30RG07,,29RG07,ja,,,,,,,2018 nieuw,Voorheen wsl. als fragmentaire associatie VVN 29Aa01 opgevat,,
29-h,2018,,r30RG01,,29RG01,ja,,,,,,,2018 nieuw,"Voorheen wsl. als een van de associaties opgevat, afhankelijk van soortensamenstelling",,
30,1998,,r31,,,ja,,,,KLASSE DER AKKERGEMEENSCHAPPEN,Stellarietea mediae,Stellarietea mediae,,,,
30A,1998,,r31Aa,30Aa,,ja,,,,Naaldekervel-verbond,Caucalidion platycarpi,Caucalidion platycarpi,,,,
30A1,1998,,r31Aa01,30Aa01,,ja,,,3,Stoppelleeuwenbekjes-associatie,Kickxietum spuriae,Kickxietum spuriae,,,,
30A1,1998,,r31Aa01a,30Aa01a,,ja,,,3,Stoppelleeuwenbekjes-associatie,Kickxietum spuriae,Kickxietum spuriae,,,,
30A1,1998,,r31Aa01b,30Aa01b,,ja,,,3,Stoppelleeuwenbekjes-associatie,Kickxietum spuriae,Kickxietum spuriae,,,,
30A2,1998,,r31Aa02,30Aa02,,ja,,,3,Nachtkoekoeksbloem-associatie,Papaveri-Melandrietum noctiflori,Papaveri-Melandrietum noctiflori,,,,
30B,1998,,r31Ab,,,ja,,,,Verbond van Duivekervel en Kroontjeskruid,Fumario-Euphorbion,Fumario-Euphorbion,,,,
30B1,1998,,r31Ab01,30Ab01,,ja,,,4,Associatie van Grote ereprijs en Witte krodde,Veronico-Lamietum hybridi,Veronico-Lamietum hybridi,,,,
30B1,1998,,r31Ab01a,30Ab01a,,ja,,,4,Associatie van Grote ereprijs en Witte krodde,Veronico-Lamietum hybridi,Veronico-Lamietum hybridi,,,,
30B1,1998,,r31Ab01b,30Ab01b,,ja,,,4,Associatie van Grote ereprijs en Witte krodde,Veronico-Lamietum hybridi,Veronico-Lamietum hybridi,,,,
30B2,1998,,r31Ab02,30Ab02,,ja,,,4,Tuinbingelkruid-associatie,Mercurialietum annuae,Mercurialietum annuae,,,,
30B3,1998,,r31Ab03,30Ab03,,ja,,,4,Assoc. v Korrelganzevoet en Stijve klaverzuring,Chenopodio-Oxalidetum fontanae,Chenopodio-Oxalidetum fontanae,,,,
30C,1998,,r31Ba,30Ba,,ja,,,,Windhalm-verbond,Aperion spicae-venti,Aperion spicae-venti,,,,
30C1,1998,,r31Ba01,30Ba01,,ja,,,4,Korensla-associatie,Sclerantho annui-Arnoseridetum,Sclerantho annui-Arnoseridetum,,,,
30C1,1998,,r31Ba01a,30Ba01a,,ja,,,4,Korensla-associatie,Sclerantho annui-Arnoseridetum,Sclerantho annui-Arnoseridetum,,,,
30C1,1998,,r31Ba01b,30Ba01b,,ja,,,4,Korensla-associatie,Sclerantho annui-Arnoseridetum,Sclerantho annui-Arnoseridetum,,,,
30C2,1998,,r31Ba02,30Ba02,,ja,,,4,Associatie van Ruige klaproos,Papaveretum argemones,Papaveretum argemones,,,,
30C2,1998,,r31Ba02a,30Ba02a,,ja,,,4,Associatie van Ruige klaproos,Papaveretum argemones,Papaveretum argemones,,,,
30C2,1998,,r31Ba02b,30Ba02b,,ja,,,4,Associatie van Ruige klaproos,Papaveretum argemones,Papaveretum argemones,,,,
30C2,1998,,r31Ba02d,30Ba02c,,ja,,,4,Associatie van Ruige klaproos,Papaveretum argemones,Papaveretum argemones,,,,
30D,1998,,r31Bb,30Bb,,ja,,,,Verbond van Vingergras en Naaldaar,Digitario-Setarion,Digitario-Setarion,,,,
30D1,1998,,r31Bb01,30Bb01,,ja,,,5,Associatie van Gele ganzebloem,Spergulo arvensis-Chrysanthemetum,Spergulo arvensis-Chrysanthemetum,,,,
30D1,1998,,r31Bb01a,30Bb01a,,ja,,,5,Associatie van Gele ganzebloem,Spergulo arvensis-Chrysanthemetum,Spergulo arvensis-Chrysanthemetum,,,,
30D1,1998,,r31Bb01b,30Bb01b,,ja,,,5,Associatie van Gele ganzebloem,Spergulo arvensis-Chrysanthemetum,Spergulo arvensis-Chrysanthemetum,,,,
30D2,1998,,r31Bb02,30Bb02,,ja,,,5,Hanepoot-associatie,Echinochloo-Setarietum,Echinochloo-Setarietum,,,,
30D2,1998,,r31Bb02a,30Bb02a,,ja,,,5,Hanepoot-associatie,Echinochloo-Setarietum,Echinochloo-Setarietum,,,,
30D2,1998,,r31Bb02b,30Bb02b,,ja,,,5,Hanepoot-associatie,Echinochloo-Setarietum,Echinochloo-Setarietum,,,,
30C-a,1998,,r31RG02,30RG03,30RG02,ja,,,4,RG Echte kamille-Gewone spurrie-[Windhalm-verb.],RG Matricaria recutita-Spergula arven.-[Aperion],RG Matricaria recutita-Spergula arvensis-[Aperion spicae-venti],,,,
30C-b,1998,,r31RG03,30RG06,30RG03,ja,,,4,RG Smalle wikke-Ringelwikke-[Windhalm-verbond],RG Vicia sativa s. nigra-Vicia hirsuta-[Aperion],RG Vicia sativa subsp. nigra-Vicia hirsuta-[Aperion spicae-venti],,,,
30-a,1998,,r31RG05,30RG05,30RG05,ja,,,4,RG Witte winterpostelein-Vroegeling-[Kl. akker.],RG Claytonia perfoliata-Erophila-[Stellarietea],RG Claytonia perfoliata-Erophila verna-[Stellarietea mediae],,,,
30-b,1998,,r31RG01,30RG02,30RG01,ja,,,4,RG Echte kamille-Grote klaproos-[Kl. akkergem.],RG Matricaria recut.-Papaver rhoe.[Stellarietea],RG Matricaria recutita-Papaver rhoeas-[Stellarietea mediae],,,,
30-c,1998,,r31RG04,30RG04,30RG04,ja,,,4,RG Dauwnetel-[Klasse der akkergemeenschappen],RG Galeopsis speciosa-[Stellarietea mediae],RG Galeopsis speciosa-[Stellarietea mediae],,,,
30-d,1998,,r31RG06,30RG01,30RG06,ja,,,4,RG Eenjarige hardbloem-[Kl. akkergemeenschappen],RG Scleranthus annuus-[Stellarietea mediae],RG Scleranthus annuus-[Stellarietea mediae],,,,
30-e,1998,,r31Ba02c,14RG05,,ja,"14-a,30-e",14-a,4,RG Heelbeen-[Kl.droge gras.op zand/Kl.akkergem],RG Holosteum umbellatum-[Koel-Cor/Stellarietea],RG Holosteum umbellatum-[Koelerio-Corynephoretea/Stellarietea mediae],,,,
30-f,2018,,r31RG07,,30RG07,ja,,,,,,,2018 nieuw,Voorheen wsl. als onbeschreven RG opgevat,,
30-g,2018,,r31RG08,,30RG08,ja,,,,,,,2018 nieuw,Voorheen wsl. als onbeschreven RG opgevat,,
30-h,2018,,r31RG09,,30RG09,ja,,,,,,,2018 nieuw,Voorheen wsl. als onbeschreven RG opgevat,,
31,1998,,r32,,,ja,,,,BIJVOET-KLASSE,Artemisietea vulgaris,Artemisietea vulgaris,,,,
31A,1998,,r32Aa,31Aa,,ja,,,,Verbond van Kleverig kruiskruid,Salsolion ruthenicae,Salsolion ruthenicae,,,,
31A1,1998,,r32Aa01,31Aa01,,ja,,,5,Vlieszaad-associatie,Bromo-Corispermetum,Bromo-Corispermetum,,,,
31A2,1998,,r32Aa02,31Aa02,,ja,,,5,Associatie van Raketten en Kompassla,Erigeronto-Lactucetum,Erigeronto-Lactucetum,,,,
31A2,1998,,r32Aa02a,31Aa02a,,ja,,,5,Associatie van Raketten en Kompassla,Erigeronto-Lactucetum,Erigeronto-Lactucetum,,,,
31A2,1998,,r32Aa02b,31Aa02b,,ja,,,5,Associatie van Raketten en Kompassla,Erigeronto-Lactucetum,Erigeronto-Lactucetum,,,,
31B,1998,,r32Ab,31Ab,,ja,,,,Kaasjeskruid-verbond,Arction,Arction,,,,
31B1,1998,,r32Ab01,31Ab01,,ja,,,5,Associatie van Kleine brandnetel,Urtico-Malvetum neglectae,Urtico-Malvetum neglectae,,,,
31B1,1998,,r32Ab01a,31Ab01a,,ja,,,5,Associatie van Kleine brandnetel,Urtico-Malvetum neglectae,Urtico-Malvetum neglectae,,,,
