code_sbb,sbb_wetnaam,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,vvn_wetnaam,code_vvn_1998,code_veldgids_2015,vvbh,kov_codes,kov_verbonden,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_rvvn_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
17A1,Rubo-Origanetum,1998,,r17Aa01a,Rubo-Origanetum typicum,17Aa01a,,3,,,Associatie van Dauwbraam en Marjolein,Rubo-Origanetum,Rubo-Origanetum,,,,,
17A1,Rubo-Origanetum,1998,,r17Aa01b,Rubo-Origanetum festucetosum arundinaceae,17Aa01b,,3,,,Associatie van Dauwbraam en Marjolein,Rubo-Origanetum,Rubo-Origanetum,,,,,
17A2,Polygonato-Lithospermetum,1998,,r17Aa02,Polygonato-Lithospermetum,17Aa02,,1,,,Associatie van Parelzaad en Salomonzegel,Polygonato-Lithospermetum,Polygonato-Lithospermetum,,,,,
17A-a,RG Rubus caesius-[Trifolion medii],2000,,r14Cb01,Taraxaco-Galietum veri,14Cb01,,3,"17A-a,37-g",37-g,RG Dauwbraam-[Marjolein-vb./Kl. doornstruwelen],RG Rubus caesius-[Trifolion medii/Rham-Prunetea],RG Rubus caesius-[Trifolion medii/Rhamno-Prunetea],geen 14 Cb01 als R. cae abundant is,Belangrijkste deel betreft VVN 14Cb01,,,
17A-a,RG Rubus caesius-[Trifolion medii],2000,,r14RG09,RG Rubus caesius-[Polygalo-Koelerion],,14RG09,3,"17A-a,37-g",37-g,RG Dauwbraam-[Marjolein-vb./Kl. doornstruwelen],RG Rubus caesius-[Trifolion medii/Rham-Prunetea],RG Rubus caesius-[Trifolion medii/Rhamno-Prunetea],2018 naam aangepast,SBB type is breder gedefinieerd dan r14RG09,,,
17A-b,RG Fragaria vesca-[Polygalo-Koelerion/Trifolion medii],2002,,r14Cb01c,Taraxaco-Galietum fragarietosum,14Cb01c,,3,"14E-a,17A-b",14E-a,RG Bosaardbei-[Vb.droge duingras/Marjolein-vb.],RG Fragaria vesca-[Polygalo-Koelerion/Trifolion],RG Fragaria vesca-[Polygalo-Koelerion/Trifolion medii],,,,,
18,Melampyro pratensis-Holcetea mollis,1998,,r18,Melampyro pratensis-Holcetea mollis,,,,,,Verbond van Gladde witbol en Havikskruiden,Melampyrion pratensis,Melampyrion pratensis,,,,,
18A,Melampyrion pratensis,1998,,r18Aa,Melampyrion pratensis,18Aa,,,,,Verbond van Gladde witbol en Havikskruiden,Melampyrion pratensis,Melampyrion pratensis,,,,,
18A1,Hyperico pulchri-Melampyretum pratensis,1998,,r18Aa01,Hyperico pulchri-Melampyretum pratensis,18Aa01,,3,,,Associatie van Valse salie en Echte Guldenroede,Hyperico pulchri-Melampyretum pratensis,Hyperico pulchri-Melampyretum pratensis,,,,,
18A2,Hieracio-Holcetum mollis,1998,,r18Aa02,Melampyro pratensis-Hieracietum sabaudi,,,3,,,Associatie van Boshavikskruid en Gladde witbol,Hieracio-Holcetum mollis,Hieracio-Holcetum mollis,,,,,
18A3,Aulacomnio androgyni-Polypodietum vulgaris,2018,,r18Aa03,Aulacomnio androgyni-Polypodietum vulgaris,,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18A3a,Aulacomnio androgyni-Polypodietum deschampsietosum,2018,,r18Aa03a,Aulacomnio androgyni-Polypodietum deschampsietosum,,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18A3b,Aulacomnio androgyni-Polypodietum caricetosum arenariae,2018,,r18Aa03b,Aulacomnio androgyni-Polypodietum caricetosum arenariae,,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18A-a,RG Melampyrum pratense-Hieracium laevigatum-[Melampyrion pratensis],2002,,r18RG03,RG Melampyrum pratense-[Melampyro pratensis-Holcetea mollis],,,3,,,"RG Hengel-St.Haviksk.-[Vb.Glad.witbol, Haviksk.]",RG Melampyrum pra.-Hieracium laev.-[Melampyrion],RG Melampyrum pratense-Hieracium laevigatum-[Melampyrion pratensis],,,,,
18B,Poion nemoralis,2018,,r18Ab,Poion nemoralis,,,,,,,,,2018 nieuw,,,,
18B1,Veronico chamaedryos-Poetum nemoralis,2018,,r18Ab01,Veronico chamaedryos-Poetum nemoralis,,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18C,Holco mollis-Athyrion filicis-feminae,2018,,r18Ac,Holco mollis-Athyrion filicis-feminae,,,,,,,,,2018 nieuw,,,,
18C1,Pseudotaxiphyllo-Phegopteridetum,2018,,r18Ac01,Pseudotaxiphyllo-Phegopteridetum,,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18C2,Luzulo luzuloidis-Thelypteridetum limbospermae,2018,,r18Ac02,Luzulo luzuloidis-Thelypteridetum limbospermae,,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18C-a,RG Blechnum spicant-[Holco mollis-Athyrion filicis-feminae],2018,,r18RG06,RG Blechnum spicant-[Holco mollis-Athyrion filicis-feminae],,,,,,,,,2018 nieuw,Voorheen wsl. als niet beschreven gemeenschap opgevat,,,
18-a,RG Holcus mollis-[Melampyro-Holcetea mollis],2000,,r18RG01,RG Holcus mollis-[Melampyro pratensis-Holcetea mollis],,18RG01,4,,,RG Gladde witbol-[Kl. Gladde witbol en Havikskr],RG Holcus mollis-[Melampyro-Holcetea mollis],RG Holcus mollis-[Melampyro-Holcetea mollis],,,,,
18-b,RG Pteridium aquilinum-[Melampyro-Holcetea mollis],1998,,r18RG02,RG Pteridium aquilinum-[Melampyro pratensis-Holcetea mollis],18RG01,18RG02,3,,,"RG Adelaarsvaren-[Kl. Gladde witbol, Havikskr.]",RG Pteridium aquilinum-[Melampyro-Holcetea mol.],RG Pteridium aquilinum-[Melampyro-Holcetea mollis],,,,,
18-c,RG Teucrium scorodonia-[Melampyro pratensis-Holcetea mollis],2018,,r18RG04,RG Teucrium scorodonia-[Melampyro pratensis-Holcetea mollis],,,,,,,,,2018 nieuw,Voorheen wsl. als VVN 18Aa01 opgevat of als niet beschreven gemeenschap,,,
18-d,RG Stellaria holostea-[Melampyro pratensis-Holcetea mollis],2018,,r18RG05,RG Stellaria holostea-[Melampyro pratensis-Holcetea mollis],,,,,,,,,2018 nieuw,Voorheen wsl. als VVN 18Aa01 opgevat of als niet beschreven gemeenschap,,,
19,Nardetea,1998,,r19,Nardetea,,,,,,KLASSE DER HEISCHRALE GRASLANDEN,Nardetea,Nardetea,,,,,
19A,Violion caninae,1998,,r19Aa,Violion caninae,19Aa,,,,,Verbond der heischrale graslanden,Nardo-Galion saxatilis,Nardo-Galion saxatilis,"naam gewijzigd, N.b. bijzonder heterogeen verbond; construct???",,,,
19A1,Galio hercynici-Festucetum ovinae,1998,,r19Aa01,Galio hercynici-Festucetum ovinae,19Aa01,,,,,Associatie van Liggend walstro en Schapegras,Galio hercynici-Festucetum ovinae,Galio hercynici-Festucetum ovinae,,Habitattype: mits betreft < 25% Deschampsia; overige gevallen kunnen in mozaïek kwalificeren als heide HT,,,
19A1a,Galio hercynici-Festucetum typicum,2018,,r19Aa01a,Galio hercynici-Festucetum typicum,,,,,,,,,2018 nieuw,,,,
19A1b,Galio hercynici-Festucetum molinietosum,2018,,r19Aa01b,Galio hercynici-Festucetum molinietosum,,,,,,,,,2018 nieuw,,,,
19A2,Gentiano pneumonanthes-Nardetum,1998,,r19Aa02,Gentiano pneumonanthes-Nardetum,19Aa02,,1,,,Associatie van Klokjesgentiaan en Borstelgras,Gentiano pneumonanthes-Nardetum,Gentiano pneumonanthes-Nardetum,,,,,
19A3,Botrychio-Polygaletum,1998,,r19Aa03,Botrychio-Polygaletum,19Aa03,,1,,,Associatie van Maanvaren en Vleugeltjesbloem,Botrychio-Polygaletum,Botrychio-Polygaletum,,,,,
19A4,Betonico-Brachypodietum,1998,,r19Aa04,Betonico-Brachypodietum,19Aa04,,1,,,Associatie van Betonie en Gevinde kortsteel,Betonico-Brachypodietum,Betonico-Brachypodietum,,,,,
19A-a,RG Polygala vulgaris-[Nardo-Galion saxatilis],1998,,r19Aa05,Polygalo vulgaris-Nardetum,,,1,,,RG Gewone vleugeltjesbl.-[Vb. heischrale grasl.],RG Polygala vulgaris-[Nardo-Galion saxatilis],RG Polygala vulgaris-[Nardo-Galion saxatilis],"Onderbouwing met kensoorten is bijzonder zwak, bredere defintie gehandhaafd",In tekst van de revisie wordt voorkomen in duinen niet genoemd,,,
19A-b,RG Platanthera bifolia-Anthoxanthum odoratum-[Nardo-Galion saxatilis],1998,,r19Aa02,Gentiano pneumonanthes-Nardetum,19Aa02,,1,,,RG Welr.nachtorchis-Reukgras-[Vb.heischr.grasl.],RG Platanthera-Anthoxanthum odor.-[Nardo-Galion],RG Platanthera bifolia-Anthoxanthum odoratum-[Nardo-Galion saxatilis],,Heterogeen; betreft deels natte heischrale duingraslanden en deels bovenveengraslanden; revisie van natte deel van de Nardetea is zinvol,,,
19A-c,RG Viola canina-Danthonia decumbens-[Nardo-Galion saxatilis],1998,,r19Aa05,Polygalo vulgaris-Nardetum,,,2,,,RG Hondsviooltje-Tandjesgras-[Vb.heischr.grasl.],RG Viola canina-Danthonia decumb.-[Nardo-Galion],RG Viola canina-Danthonia decumbens-[Nardo-Galion saxatilis],,Omvat beide subassociaties van r19Aa05,,,
19A-c,RG Viola canina-Danthonia decumbens-[Nardo-Galion saxatilis],1998,,r19Aa05b,Polygalo vulgaris-Nardetum plantaginetosum,,,2,,,RG Hondsviooltje-Tandjesgras-[Vb.heischr.grasl.],RG Viola canina-Danthonia decumb.-[Nardo-Galion],RG Viola canina-Danthonia decumbens-[Nardo-Galion saxatilis],2018 nieuw,Subassociatie deels afgedekt door SBB 19A-c,,,
19A-d,RG Deschampsia flexuosa-Carex pilulifera-Galium saxatile-[Nardo-Galion saxatilis/Calluno-Genistion pilosae],2002,,r19Aa01,Galio hercynici-Festucetum ovinae,19Aa01,,3,"19A-d,20A-a",20A-a,RG B.smele-Pilzeg.-L.walst.-[V.hei.gras/V.-brem],RG Desch.-Car.pil.-Gal.-[N.-Galion/C.-Genistion],RG Deschampsia flexuosa-Carex pilulifera-Galium saxatile-[Nardo-Galion saxatilis/Calluno-Genistion pilosae],,,,,
19-a,RG Nardus stricta-[Nardetea],1998,,r19RG01,RG Nardus stricta-[Nardetea],19RG01,19RG01,3,,,RG Borstelgras-[Klasse d heischrale graslanden],RG Nardus stricta-[Nardetea],RG Nardus stricta-[Nardetea],,,,,
19-b,RG Agrostis vinealis-Polytrichum piliferum-[Koelerio-Corynephoretea/Nardetea],1998,,r19Aa05a,Polygalo vulgaris-Nardetum agrostietosum vinealis,,,3,"14-d,19-b",14-d,RG Zandstruisgr-R.haarmos-[K.dr.gras/K.hei.gras],RG Agrostis vin-Polytrichum pili-[Koel-Cor/Nard],RG Agrostis vinealis-Polytrichum piliferum-[Koelerio-Corynephoretea/Nardetea],,,,,
19-c,RG Agrostis capillaris-Nardus stricta-Deschampsia flexuosa-[Koelerio-Corynephoretea/Nardetea],2000,,r19Aa01a,Galio hercynici-Festucetum typicum,,,3,"14-e,19-c",14-e,RG struisg-Borstelg-smele-[K.dr.gras/K.hei.gras],RG Agrostis cap-Nardus s-Deschamp f-[Koel-C/Nar],RG Agrostis capillaris-Nardus stricta-Deschampsia flexuosa-[Koelerio-Corynephoretea/Nardetea],,overlapt met vleugel van r19Aa01a waarin Agr cap hoge bedekking heeft; hoge bed. Desch valt onder 19-d of 20-d,,,
19-d,RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea],2000,,r19RG02,RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea],19RG02,19RG02,4,"19-d,20-b",20-b,RG Bochtige smele-[Kl.heischral.gras/Kl.dro.hei],RG Deschampsia flexuosa-[Nardetea/Call-Ulicetea],RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea],,Tabel in veldgids bevat nog r19Aa01 opnamen,,,
19-e,RG Molinia caerulea-[Oxycocco-Sphagnetea/Nardetea],1998,,r20RG01,RG Molinia caerulea-Deschampsia flexuosa-[Calluno-Ulicetea],,20RG01,4,"11-i,19-e",11-i,RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras],RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea],RG Molinia caerulea-[Oxycocco-Sphagnetea/Nardetea],,VVN 11RG02 is gesplitst naar r20RG01 en r11,,(11RG02),
19-f,RG Salix species-[Nardetea],1998,2018,,,,,4,,,RG Wilg-[Klasse der heischrale graslanden],RG Salix species-[Nardetea],RG Salix repens-[Nardetea],2018 vervalt,Betreft klasse r38,Niet overgenomen in revisie VVN,,
19-g,RG Rumex acetosella-[Koelerio-Corynephoretea/Nardetea],1998,,r14RG19,RG Rumex acetosella-[Koelerio-Corynephoretea/Arrhenatheretalia],19Aa01,14RG19,4,"14-r,19-g",14-r,RG Schapezuring-[Klasse d heischrale graslanden],RG Rumex acetosella-[Nardetea],RG Rumex acetosella-[Koelerio-Corynephoretea/Nardetea],verbindend gemaakt,Ander deel SBB-type overlapt met r14RG19,,,
19-h,RG Juncus effusus-[Nardetea],2003,,,Niet overgenomen in revisie VVN,,,5,"16-r,19-h",16-r,RG Pitrus-[Klasse der heischrale graslanden],RG Juncus effusus-[Nardetea],RG Juncus effusus-[Molinio-Arrhenatheretea/Nardetea],,"Deels RG Molinia; restant betreft weinig opnamen, heterogeen",,,
19/a,DG Juncus effusus-[Nardetea],1998,2003,,,,,,,,,,,wijziging in 2003; naam vervalt en is vervangen door naam van 19-h,,,,
20,Calluno-Ulicetea,1998,,r20,Calluno-Ulicetea,,,,,,KLASSE DER DROGE HEIDEN,Calluno-Ulicetea,Calluno-Ulicetea,,,,,
20A,Calluno-Genistion pilosae,1998,,r20Aa,Calluno-Genistion pilosae,20Aa,,,,,Verbond van Struikhei en Kruipbrem,Calluno-Genistion pilosae,Calluno-Genistion pilosae,inclusief Empetrion nigri,,,,
,,,,r20Ab,Empetrion nigri,20Ab,,,,,,,,niet in SBB-typologie,,,,
20A1,Genisto pilosae-Callunetum,1998,,r20Aa01,Genisto pilosae-Callunetum,20Aa01,,,,,Associatie van Struikhei en Stekelbrem,Genisto anglicae-Callunetum,Genisto anglicae-Callunetum,,,,,
20A1a,Genisto anglicae-Callunetum typicum,1998,,r20Aa01b,Genisto pilosae-Callunetum typicum,,,2,,,"Ass. v Struikhei en Stekelbrem, typische subass.",Genisto anglicae-Callunetum typicum,Genisto anglicae-Callunetum typicum,,,,,
20A1b,Genisto pilosae-Callunetum cladonietosum cervicornis,1998,,r20Aa01a,Genisto pilosae-Callunetum cladonietosum cervicornis,,,1,,,"Ass. v Struikhei en Stekelbrem, subass. Cladonia",Genisto anglicae-Callunetum cladonietosum,Genisto anglicae-Callunetum cladonietosum,,In revisie smaller opgevat dan in VVN,,(20Aa01a),
20A1c,Genisto anglicae-Callunetum lophozietosum ventricosae,2000,2018,,,,,2,,,"Ass. v Struikhei en Stekelbrem, mosrijke subass.",Genisto anglicae-Callunetum lophozietosum ventr.,Genisto anglicae-Callunetum lophozietosum ventricosae,2018 vervalt,Beschouwd als variant van andere subassociaties,Niet overgenomen in revisie VVN,,
20A1d,Genisto anglicae-Callunetum danthonietosum,1998,,r20Aa01c,Genisto pilosae-Callunetum danthonietosum,20Aa01d,,1,,,"Ass. Struikhei en Stekelbrem, subass. Tandjesgr.",Genisto anglicae-Callunetum danthonietosum,Genisto anglicae-Callunetum danthonietosum,,,,,
20A1e,Genisto anglicae-Callunetum inops,1998,,r20Aa01b,Genisto pilosae-Callunetum typicum,,,3,,,"Ass. v Struikhei en Stekelbrem, srt.-arme sub.",Genisto anglicae-Callunetum inops,Genisto anglicae-Callunetum inops,,H2320 mits Kraaihei dominant,,"20Aa01b, 20Aa01c",
20A2,Vaccinio-Callunetum,1998,,r20Aa02,Vaccinio-Callunetum,20Aa02,,,,,Associatie van Struikhei en Bosbes,Vaccinio-Callunetum,Vaccinio-Callunetum,,,,,
20A2a,Vaccinio-Callunetum typicum,1998,,r20Aa02,Vaccinio-Callunetum,20Aa02,,2,,,"Assoc. v Struikhei en Bosbes, typische subass.",Vaccinio-Callunetum typicum,Vaccinio-Callunetum typicum,,,,,
20A2b,Vaccinio-Callunetum inops,1998,,r20Aa02,Vaccinio-Callunetum,20Aa02,,2,,,"Assoc. v Struikhei en Bosbes, soortenarme subass",Vaccinio-Callunetum inops,Vaccinio-Callunetum inops,,,,,
20A3,Hieracio-Empetretum,1998,,r20Ab03,Salici repentis-Empetretum,20Ab03,,,,,Associatie van Kraaihei,Hieracio-Empetretum,Hieracio-Empetretum,,,,,
20A3a,Hieracio-Empetretum typicum,1998,,r20Ab03,Salici repentis-Empetretum,20Ab03,,1,,,"Associatie van Kraaihei, typische subassociatie",Hieracio-Empetretum typicum,Hieracio-Empetretum typicum,,,,,
20A3e,Hieracio-Empetretum salicitosum,1998,2000,,,,,,,,,,,opgeheven in 2000; type wordt gezien als onderdeel van 20A3a,,,,
20A3b,Hieracio-Empetretum cladonietosum,1998,,r20Ab01,Carici arenariae-Empetretum,20Ab01,,1,,,"Associatie v Kraaihei, subassociatie v Cladonia",Hieracio-Empetretum cladonietosum,Hieracio-Empetretum cladonietosum,,,,,
20A3c,Hieracio-Empetretum polypodietosum,1998,,r20Ab02,Polypodio-Empetretum,20Ab02,,1,,,"Ass. Kraaihei, subass. Eikvaren-Schermhavikskr.",Hieracio-Empetretum polypodietosum,Hieracio-Empetretum polypodietosum,,,,,
20A3d,Hieracio-Empetretum inops,1998,,r20Ab03,Salici repentis-Empetretum,20Ab03,,2,,,"Associatie v Kraaihei, soortenarme subassociatie",Hieracio-Empetretum inops,Hieracio-Empetretum inops,,,,,
20A-a,RG Deschampsia flexuosa-Carex pilulifera-Galium saxatile-[Nardo-Galion saxatilis/Calluno-Genistion pilosae],2002,,r19Aa01,Galio hercynici-Festucetum ovinae,19Aa01,,3,"19A-d,20A-a",19A-d,RG B.smele-Pilzeg.-L.walst.-[V.hei.gras/V.-brem],RG Desch.-Car.pil.-Gal.-[N.-Galion/C.-Genistion],RG Deschampsia flexuosa-Carex pilulifera-Galium saxatile-[Nardo-Galion saxatilis/Calluno-Genistion pilosae],,,,,
20-a,RG Salix repens-Pyrola rotundifolia-[Calluno-Ulicetea],1998,2018,r20Ab03,Salici repentis-Empetretum,,,1,,,RG Kruipwilg-Wintergroen-[Kl. der droge heiden],RG Salix repens-Pyrola rotun.-[Calluno-Ulicetea],RG Salix repens-Pyrola rotundifolia-[Calluno-Ulicetea],2018 vervalt,,,,
20-b,RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea],1998,,r19RG02,RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea],19RG02,,4,"19-d,20-b",19-d,RG Bochtige smele-[Kl.heischral.gras/Kl.dro.hei],RG Deschampsia flexuosa-[Nardetea/Call-Ulicetea],RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea],,Tabel in veldgids bevat nog r19Aa01 opnamen,,,
20-d,RG Ulex europaeus-[Calluno-Ulicetea],2011,2018,,,,,,,,RG Gaspeldoorn-[Klasse der droge heiden],RG Ulex europaeus-[Calluno-Ulicetea],RG Ulex europaeus-[Calluno-Ulicetea],2018 vervalt,te breed gedefineerde gemeenschap,,,
20/a,DG Ulex europaeus-[Calluno-Ulicetea],1998,2011,,,,,,,,,,,"wijziging in 2011; naam vervalt, wordt vervangen door 20-d",,,,
20-c,RG Cytisus scoparius-[Calluno-Ulicetea],1998,2018,,,,,3,,,RG Brem-[Klasse der droge heiden],RG Cytisus scoparius-[Calluno-Ulicetea],RG Cytisus scoparius-[Calluno-Ulicetea],2018 vervalt,te breed gedefineerde gemeenschap,,,
20/c,DG Pteridium aquilinum-Molinia caerulea-[Calluno-Ulicetea],2018,,r20DG01,DG Pteridium aquilinum-Molinia caerulea-[Calluno-Ulicetea],,20DG01,,,,,,,2018 nieuw,,,,
22,Cakiletea maritimae,1998,,r23,Cakiletea maritimae,,,,,,KLASSE DER VLOEDMERK-GEMEENSCHAPPEN,Cakiletea maritimae,Cakiletea maritimae,,,,,
22A,Atriplicion littoralis,1998,,r23Aa,Atriplicion littoralis,22Aa,,,,,Strandmelde-verbond,Atriplicion littoralis,Atriplicion littoralis,,,,,
22A1,Atriplicetum littoralis,1998,,r23Aa01,Atriplicetum littoralis,22Aa01,,,,,Strandmelde-associatie,Atriplicetum littoralis,Atriplicetum littoralis,,,,,
22A1a,Atriplicetum littoralis typicum,1998,,r23Aa01a,Atriplicetum littoralis typicum,22Aa01a,,3,,,"Strandmelde-associatie, typische subassociatie",Atriplicetum littoralis typicum,Atriplicetum littoralis typicum,,,,,
22A1b,Atriplicetum littoralis cirsietosum,1998,,r23Aa01b,Atriplicetum littoralis cirsietosum,22Aa01b,,3,,,"Strandmelde-associatie, subassoc. v Akkerdistel",Atriplicetum littoralis cirsietosum,Atriplicetum littoralis cirsietosum,,,,,
22B,Salsolo-Honckenyion peploidis,1998,,r23Ab,Salsolo-Honckenyion peploidis,22Ab,,,,,Loogkruid-verbond,Salsolo-Honckenyion peploides,Salsolo-Honckenyion peploides,,,,,
22B1,Salsolo-Cakiletum maritimae,1998,,r23Ab01,Salsolo-Cakiletum maritimae,22Ab01,,,,,Associatie van Loogkruid en Zeeraket,Salsolo-Cakiletum maritimae,Salsolo-Cakiletum maritimae,,,,,
22B1a,Salsolo-Cakiletum maritimae typicum,1998,,r23Ab01a,Salsolo-Cakiletum typicum,22Ab01a,,1,,,"Assoc. v Loogkruid en Zeeraket, typische subass.",Salsolo-Cakiletum maritimae typicum,Salsolo-Cakiletum maritimae typicum,,,,,
22B1b,Salsolo-Cakiletum atriplicetosum laciniatae,1998,,r23Ab01b,Salsolo-Cakiletum atriplicetosum laciniatae,22Ab01b,,1,,,"Ass. Loogkruid en Zeeraket, subass. Gelob. melde",Salsolo-Cakiletum atriplicetosum laciniatae,Salsolo-Cakiletum atriplicetosum laciniatae,,,,,
22-a,RG Cakile maritima-[Cakiletea maritimae],1998,,r23RG01,RG Cakile maritima-[Cakiletea maritimae],22RG01,22RG01,3,,,RG Zeeraket-[Klasse d vloedmerk-gemeenschappen],RG Cakile maritima-[Cakiletea maritimae],RG Cakile maritima-[Cakiletea maritimae],,,,,
22-b,RG Leymus arenarius-[Ammophiletea/Cakiletea],2018,,r24RG03,RG Leymus arenarius-[Ammophiletea/Cakiletea],,23RG03,,,,,,,2018 nieuw,Voorheen doorgaans opgevat als VVN 23Ab01,,,
23,Ammophiletea,1998,,r24,Ammophiletea,,,,,,HELM-KLASSE,Ammophiletea,Ammophiletea,,,,,
23A,Agropyro-Honckenyion peploidis,1998,,r24Aa,Agropyro-Honckenyion peploidis,23Aa,,,,,Biestarwegras-verbond,Agropyro-Honkenyion peploidis,Agropyro-Honckenyion peploidis,,,,,
23A1,Honckenyo-Agropyretum juncei,1998,,r24Aa01,Honckenyo-Agropyretum juncei,23Aa01,,1,,,Biestarwegras-associatie,Honckenyo-Agropyretum juncei,Honckenyo-Agropyretum juncei,,,,,
23B,Ammophilion arenariae,1998,,r24Ab,Ammophilion arenariae,23Ab,,,,,Helm-verbond,Ammophilion arenariae,Ammophilion arenariae,,,,,
23B1,Elymo-Ammophiletum,1998,,r24Ab01,Elymo-Ammophiletum,23Ab01,,,,,Associatie van Helm en Zandhaver,Elymo-Ammophiletum,Elymo-Ammophiletum,,,,,
23B1a,Elymo-Ammophiletum typicum,1998,,r24Ab01a,Elymo-Ammophiletum typicum,23Ab01a,,1,,,"Associatie v Helm en Zandhaver, typische subass.",Elymo-Ammophiletum typicum,Elymo-Ammophiletum typicum,,,,,
23B1b,Elymo-Ammophiletum festucetosum,1998,,r24Ab01b,Elymo-Ammophiletum festucetosum,23Ab01b,,1,,,"Associatie v Helm en Zandhaver, sub Duinzwenkgr.",Elymo-Ammophiletum festucetosum,Elymo-Ammophiletum festucetosum,,,,,
23B1c,Elymo-Ammophiletum inops,1998,,r24Ab01a,Elymo-Ammophiletum typicum,23Ab01a,,1,,,"Associatie v Helm en Zandhaver, srt.arme subass.",Elymo-Ammophiletum inops,Elymo-Ammophiletum inops,,,,,
22B-a,RG Honckenya peploides-[Salsolo-Honckenyion peploides/Ammophiletea],1998,2005,r24RG01,RG Honckenya peploides-[Agropyro-Hockenyion peploidis/Salsolo-Honckenyion peploidis],22RG02,23RG01,1,"22B-a,23-b",23-b,RG Zeepostelein-[Loogkruid-verbond/Helm-klasse],RG Honckenya pepl-[Sals-Honckenyion/Ammophiletea],RG Honckenya peploides-[Salsolo-Honckenyion peploides/Ammophiletea],wijziging in 2011; naam vervalt en is vervangen door naam van 23-b,,,,
23-b,RG Honckenya peploides-[Salsolo-Honckenyion peploides/Ammophiletea],2005,,r24RG01,RG Honckenya peploides-[Agropyro-Hockenyion peploidis/Salsolo-Honckenyion peploidis],22RG02,,1,"22B-a,23-b",22B-a,RG Zeepostelein-[Loogkruid-verbond/Helm-klasse],RG Honckenya pepl-[Sals-Honckenyion/Ammophiletea],RG Honckenya peploides-[Salsolo-Honckenyion peploides/Ammophiletea],,,,,
23-a,RG Ammophila arenaria-Carex arenaria-[Koelerio-Corynephoretea/Ammophiletea],1998,,r24RG02,RG Ammophila arenaria-Carex arenaria-[Ammophiletea/Koelerio-Corynephoretea],23RG01,23RG02,3,"14-i,23-a",14-i,RG Helm-Zandzegge-[Kl.drog.grasl.zand/Helm-kl.],RG Ammophila aren-Carex arenar-[Koel-Cor/Ammoph],RG Ammophila arenaria-Carex arenaria-[Koelerio-Corynephoretea/Ammophiletea],,,,,
23-c,RG Leymus arenarius-[Ammophiletea/Cakiletea],2018,,r24RG03,RG Leymus arenarius-[Ammophiletea/Cakiletea],,23RG03,,,,,,,2018 nieuw,Voorheen doorgaans opgevat als VVN 23Ab01,,,
24,Spartinetea,1998,,r25,Spartinetea,,,,,,SLIJKGRAS-KLASSE,Spartinetea,Spartinetea,,,,,
24A,Spartinion,1998,,r25Aa,Spartinion,24Aa,,,,,Slijkgras-verbond,Spartinion,Spartinion,,,,,
24A1,Spartinetum maritimae,1998,,r25Aa01,Spartinetum maritimae,24Aa01,,1,,,Associatie van Klein slijkgras,Spartinetum maritimae,Spartinetum maritimae,,,,,
24A2,Spartinetum townsendii,1998,,r25Aa02,Spartinetum townsendii,24Aa02,,3,,,Associatie van Engels slijkgras,Spartinetum townsendii,Spartinetum townsendii,,,,,
25,Thero-Salicornietea,1998,,r26,Thero-Salicornietea,,,,,,ZEEKRAAL-KLASSE,Thero-Salicornietea,Thero-Salicornietea,,,,,
25A,Thero-Salicornion,1998,,r26Aa,Thero-Salicornion,25Aa,,,,,Zeekraal-verbond,Thero-Salicornion,Thero-Salicornion,,,,,
25A1,Salicornietum dolichostachyae,1998,,r26Aa01,Salicornietum dolichostachyae,25Aa01,,1,,,Associatie van Langarige zeekraal,Salicornietum dolichostachyae,Salicornietum dolichostachyae,,,,,
25A2,Salicornietum brachystachyae,1998,,r26Aa02,Salicornietum brachystachyae,25Aa02,,1,,,Associatie van Kortarige zeekraal,Salicornietum brachystachyae,Salicornietum brachystachyae,,,,,
